country,year,iso_code,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
South Korea,2000,KOR,46788588.0,24.756,0.529,439.981,29.462,7.177,434.682,27.003,6.624,9.29,0.194,9.404,0.196,163.883,3.503,485.222,10.371,430.027,6858.89,6960.215,2620.449,0.0,250.218,159.652,3511.076,48001.297,0.0,0.0,40.204,0.859,10.735,9.829,-5.298,-0.113,24.35,0.52,15.02,0.321,206.229,4.408,2245.913,3.432,1.725,1.408,1.78,2.336,0.656,0.401,0.499,0.0,0.205,0.023,0.961,0.0,0.85,-0.099,2.006,0.446,0.001,0.004,0.005,0.0,459.88,502.29,45.241,10.283
South Korea,2001,KOR,47064784.0,25.665,0.545,455.631,15.65,3.557,449.641,14.958,3.441,9.554,0.195,9.681,0.198,174.626,3.71,485.213,10.309,455.693,7314.521,7409.856,2795.075,0.0,294.382,153.662,3717.158,48871.348,0.0,0.0,44.163,0.938,10.914,9.637,-5.99,-0.127,24.83,0.528,15.2,0.323,206.083,4.379,2300.119,3.404,1.775,1.464,1.886,2.378,0.682,0.42,0.523,0.0,0.232,0.022,0.989,0.0,0.929,-0.119,1.99,0.459,0.001,0.004,0.005,0.0,453.54,513.66,29.582,6.493
South Korea,2002,KOR,47320664.0,27.107,0.573,476.065,20.434,4.485,470.238,20.598,4.581,9.937,0.195,10.06,0.198,187.637,3.965,524.603,11.086,482.8,7790.585,7880.094,2982.711,0.0,343.451,147.836,3924.274,50846.504,0.0,0.0,49.069,1.037,10.969,9.699,-5.827,-0.123,24.63,0.52,14.94,0.316,207.116,4.377,2406.09,3.467,1.814,1.487,1.938,2.42,0.709,0.438,0.548,0.0,0.261,0.021,1.016,0.0,1.0,-0.108,2.004,0.471,0.001,0.004,0.006,0.0,458.96,519.07,48.538,10.196
South Korea,2003,KOR,47539740.0,27.92,0.587,485.213,9.148,1.922,479.437,9.199,1.956,10.085,0.193,10.206,0.195,195.319,4.109,542.452,11.41,510.72,8275.798,8359.531,3178.031,0.0,394.851,142.06,4129.646,52236.246,0.0,0.0,51.401,1.081,11.087,9.823,-5.775,-0.121,24.6,0.517,18.23,0.383,205.372,4.32,2483.298,3.247,1.755,1.432,1.856,2.455,0.735,0.457,0.573,0.0,0.289,0.02,1.041,0.0,1.011,-0.099,1.934,0.482,0.001,0.004,0.006,0.0,466.96,527.07,57.239,11.797
South Korea,2004,KOR,47727288.0,26.124,0.547,491.389,6.177,1.273,486.216,6.779,1.414,10.187,0.191,10.296,0.193,203.138,4.256,552.782,11.582,536.844,8767.188,8845.748,3381.169,0.0,455.085,136.887,4325.902,53247.426,0.0,0.0,60.234,1.262,11.581,10.322,-5.173,-0.108,23.6,0.494,20.85,0.437,196.256,4.112,2541.355,2.907,1.717,1.429,1.868,2.473,0.759,0.474,0.598,0.0,0.32,0.019,1.061,0.0,1.145,-0.096,1.782,0.493,0.001,0.004,0.006,0.0,492.62,552.73,61.393,12.494
South Korea,2005,KOR,47889576.0,23.326,0.487,498.688,7.299,1.485,493.179,6.963,1.432,10.298,0.188,10.413,0.19,209.293,4.37,581.335,12.139,560.17,9265.876,9338.927,3590.462,0.0,520.355,131.378,4520.972,54864.957,0.0,0.0,65.27,1.363,11.444,10.189,-5.509,-0.115,23.76,0.496,19.38,0.405,195.069,4.073,2627.459,2.42,1.685,1.43,1.811,2.471,0.783,0.492,0.622,0.0,0.353,0.018,1.079,0.0,1.214,-0.113,1.756,0.503,0.001,0.005,0.006,0.0,487.96,548.06,82.647,16.573
South Korea,2006,KOR,48049348.0,23.14,0.482,503.478,4.79,0.96,498.025,4.846,0.983,10.365,0.186,10.478,0.189,216.428,4.504,607.116,12.635,583.309,9769.354,9836.952,3806.89,0.0,588.35,125.925,4711.026,55579.965,0.0,0.0,67.995,1.415,11.579,10.328,-5.453,-0.113,23.76,0.494,18.02,0.375,190.054,3.955,2670.581,2.201,1.645,1.39,1.774,2.459,0.804,0.508,0.646,0.0,0.385,0.017,1.095,0.0,1.227,-0.104,1.695,0.513,0.001,0.005,0.006,0.0,496.26,556.37,103.638,20.584
South Korea,2007,KOR,48220600.0,26.275,0.545,521.709,18.231,3.621,516.352,18.327,3.68,10.708,0.188,10.819,0.19,228.427,4.737,632.677,13.12,609.584,10291.062,10353.305,4035.317,0.0,661.72,120.568,4898.284,57040.523,0.0,0.0,73.37,1.522,11.743,10.497,-5.357,-0.111,23.32,0.484,9.79,0.203,187.258,3.883,2750.528,2.327,1.656,1.432,1.786,2.453,0.826,0.525,0.67,0.0,0.417,0.017,1.11,0.0,1.28,-0.118,1.665,0.523,0.001,0.005,0.007,0.0,506.15,566.27,110.968,21.27
South Korea,2008,KOR,48398632.0,26.08,0.539,532.651,10.942,2.097,527.158,10.806,2.093,10.892,0.189,11.005,0.19,253.041,5.228,639.029,13.203,635.664,10823.714,10880.462,4288.359,0.0,737.644,115.075,5069.373,57774.648,0.0,0.0,75.924,1.569,11.966,10.724,-5.493,-0.113,23.3,0.481,8.97,0.185,171.088,3.535,2796.214,2.281,1.662,1.433,1.916,2.446,0.847,0.542,0.697,0.0,0.448,0.016,1.12,0.0,1.288,-0.116,1.527,0.533,0.001,0.005,0.007,0.0,519.03,579.15,106.378,19.972
South Korea,2009,KOR,48588024.0,24.553,0.505,537.82,5.169,0.97,532.836,5.678,1.077,10.966,0.19,11.069,0.191,262.395,5.4,574.751,11.829,660.218,11361.534,11413.298,4550.753,0.0,809.815,110.092,5242.081,57865.918,0.0,0.0,72.171,1.485,12.206,10.969,-4.983,-0.103,23.64,0.487,8.93,0.184,172.708,3.555,2811.591,2.089,1.708,1.451,2.013,2.43,0.867,0.558,0.724,0.0,0.476,0.015,1.131,0.0,1.255,-0.095,1.576,0.543,0.001,0.006,0.007,0.0,532.97,593.08,36.931,6.867
South Korea,2010,KOR,48813036.0,24.297,0.498,594.339,56.519,10.509,588.716,55.879,10.487,12.061,0.194,12.176,0.196,295.05,6.044,650.526,13.327,684.515,11955.873,12002.015,4845.804,0.0,901.357,104.469,5418.237,62221.305,0.0,0.0,91.541,1.875,13.215,11.983,-5.623,-0.115,23.8,0.488,9.26,0.19,176.156,3.609,3037.211,1.936,1.784,1.53,2.116,2.408,0.89,0.576,0.755,0.0,0.511,0.014,1.141,0.0,1.478,-0.109,1.555,0.555,0.001,0.006,0.007,0.0,584.93,645.05,56.187,9.454
South Korea,2011,KOR,49169880.0,24.721,0.503,623.443,29.104,4.897,621.962,33.246,5.647,12.649,0.196,12.679,0.196,320.169,6.511,674.407,13.716,709.236,12579.315,12623.977,5165.973,0.0,999.87,102.987,5589.706,64630.859,0.0,0.0,98.513,2.004,13.607,12.581,-1.481,-0.03,23.42,0.476,9.39,0.191,171.469,3.487,3177.892,1.832,1.81,1.568,2.173,2.382,0.913,0.595,0.786,0.0,0.547,0.014,1.15,0.0,1.546,-0.028,1.511,0.566,0.001,0.006,0.008,0.0,618.62,669.06,50.964,8.175
South Korea,2012,KOR,49634188.0,24.849,0.501,627.943,4.5,0.722,624.068,2.106,0.339,12.573,0.194,12.651,0.195,316.99,6.387,655.563,13.208,734.084,13207.258,13248.044,5482.962,0.0,1106.436,99.113,5760.523,64802.52,0.0,0.0,106.566,2.147,13.548,12.532,-3.875,-0.078,23.41,0.472,9.54,0.192,170.817,3.442,3216.42,1.795,1.797,1.549,2.128,2.356,0.935,0.612,0.816,0.0,0.584,0.013,1.158,0.0,1.639,-0.072,1.486,0.578,0.001,0.006,0.008,0.0,622.01,672.46,27.62,4.398
South Korea,2013,KOR,50098228.0,25.05,0.5,634.581,6.638,1.057,630.1,6.031,0.966,12.577,0.195,12.667,0.197,320.644,6.4,656.717,13.109,759.134,13841.839,13878.144,5803.606,0.0,1217.967,94.631,5929.105,64441.535,0.0,0.0,111.531,2.226,13.431,12.424,-4.481,-0.089,23.21,0.463,9.6,0.192,168.582,3.365,3228.407,1.736,1.801,1.572,2.139,2.329,0.956,0.63,0.845,0.0,0.622,0.012,1.164,0.0,1.706,-0.092,1.455,0.589,0.001,0.007,0.008,0.0,622.42,672.87,22.136,3.488
South Korea,2014,KOR,50558044.0,25.412,0.503,629.366,-5.214,-0.822,624.948,-5.152,-0.818,12.361,0.192,12.448,0.193,331.304,6.553,672.96,13.311,784.546,14471.206,14503.091,6134.91,0.0,1319.412,90.213,6090.639,64414.168,0.0,0.0,101.445,2.007,13.102,12.104,-4.418,-0.087,22.95,0.454,9.61,0.19,161.534,3.195,3256.654,1.695,1.775,1.536,2.208,2.301,0.976,0.646,0.874,0.0,0.651,0.012,1.169,0.0,1.526,-0.085,1.39,0.6,0.001,0.007,0.009,0.0,611.96,662.4,43.594,6.927
South Korea,2015,KOR,50994396.0,25.779,0.506,634.177,4.811,0.764,629.238,4.29,0.686,12.339,0.19,12.436,0.191,335.411,6.577,667.644,13.092,810.325,15105.383,15132.33,6470.321,0.0,1412.001,85.274,6261.232,64988.355,0.0,0.0,92.589,1.816,13.401,12.412,-4.939,-0.097,22.74,0.446,9.87,0.194,170.594,3.345,3314.042,1.785,1.788,1.531,2.288,2.28,0.995,0.662,0.903,0.0,0.675,0.011,1.175,0.0,1.365,-0.088,1.435,0.611,0.001,0.007,0.009,0.0,632.92,683.38,33.466,5.277
South Korea,2016,KOR,51309984.0,26.672,0.52,637.914,3.737,0.589,632.877,3.639,0.578,12.334,0.185,12.433,0.187,320.697,6.25,655.76,12.78,836.997,15743.297,15765.207,6791.019,0.0,1508.656,80.237,6445.267,66508.258,0.0,0.0,96.655,1.884,13.52,12.628,-5.037,-0.098,22.4,0.437,10.01,0.195,184.034,3.587,3412.538,1.799,1.799,1.58,2.239,2.261,1.013,0.678,0.929,0.0,0.697,0.01,1.183,0.0,1.387,-0.11,1.533,0.621,0.001,0.007,0.009,0.0,647.92,693.72,17.846,2.798
South Korea,2017,KOR,51511640.0,26.351,0.512,654.537,16.623,2.606,649.466,16.589,2.621,12.608,0.188,12.707,0.19,337.669,6.555,689.935,13.394,863.347,16397.834,16414.674,7128.688,0.0,1609.517,75.166,6624.68,66910.398,0.0,0.0,100.861,1.958,13.734,12.845,-5.071,-0.098,22.3,0.433,10.18,0.198,179.413,3.483,3446.665,1.751,1.817,1.6,2.33,2.241,1.031,0.694,0.956,0.0,0.72,0.01,1.189,0.0,1.416,-0.111,1.468,0.632,0.002,0.008,0.01,0.0,661.65,707.45,35.397,5.408
South Korea,2018,KOR,51676900.0,24.702,0.478,670.169,15.631,2.388,664.409,14.942,2.301,12.857,0.19,12.968,0.191,340.348,6.586,722.208,13.975,888.049,17068.004,17079.082,7469.035,0.0,1726.69,69.406,6802.313,67828.93,0.0,0.0,117.173,2.267,13.826,12.939,-5.76,-0.111,22.26,0.431,10.31,0.2,177.633,3.437,3505.189,1.578,1.823,1.618,2.311,2.215,1.049,0.71,0.983,0.0,0.748,0.009,1.195,0.0,1.563,-0.134,1.448,0.642,0.002,0.008,0.01,0.0,668.67,714.47,52.039,7.765
South Korea,2019,KOR,51803832.0,24.93,0.481,646.102,-24.066,-3.591,640.011,-24.397,-3.672,12.355,0.185,12.472,0.186,321.606,6.208,707.602,13.659,912.979,17714.104,17719.094,7790.641,0.0,1840.276,63.315,6978.11,66896.133,0.0,0.0,113.586,2.193,13.497,12.613,-6.091,-0.118,22.1,0.427,10.31,0.199,175.797,3.394,3465.476,1.543,1.744,1.537,2.19,2.189,1.065,0.724,1.006,0.0,0.771,0.008,1.2,0.0,1.49,-0.132,1.42,0.651,0.002,0.008,0.01,0.0,653.38,699.18,61.5,9.519
South Korea,2020,KOR,51844688.0,22.866,0.441,597.634,-48.468,-7.502,591.513,-48.499,-7.578,11.409,0.177,11.527,0.179,282.883,5.456,659.048,12.712,935.845,18311.74,18310.607,8073.524,0.0,1956.911,57.194,7143.178,64311.133,0.0,0.0,116.635,2.25,12.717,11.834,-6.121,-0.118,21.99,0.424,10.1,0.195,165.068,3.184,3334.191,1.4,1.707,1.505,1.989,2.159,1.078,0.736,1.023,0.0,0.795,0.007,1.206,0.0,1.544,-0.143,1.514,0.659,0.002,0.009,0.01,0.0,613.54,659.33,61.414,10.276
United Kingdom,1990,GBR,57210444.0,7.295,0.128,601.945,20.369,3.502,605.843,18.798,3.202,10.59,0.242,10.522,0.24,252.69,4.417,669.606,11.704,360.712,62711.238,62058.359,52783.836,118.535,1775.648,2937.198,7668.651,43845.027,6.787,0.119,113.518,1.984,13.101,13.31,3.898,0.068,111.25,1.945,59.04,1.032,217.8,3.807,2508.394,1.478,2.646,2.17,2.904,2.945,7.763,4.313,12.066,1.45,2.244,0.462,2.851,2.622,2.964,0.075,2.356,3.553,0.006,0.027,0.034,0.001,761.46,749.51,67.661,11.24
United Kingdom,1991,GBR,57359452.0,5.994,0.105,609.413,7.468,1.241,611.95,6.106,1.008,10.669,0.239,10.624,0.238,253.623,4.422,676.764,11.799,366.706,63320.652,62670.312,53037.461,124.796,1897.341,2939.735,7887.042,44652.039,6.26,0.109,121.693,2.122,13.221,13.43,2.537,0.044,111.74,1.948,58.14,1.014,218.39,3.807,2561.217,1.181,2.623,2.172,2.944,2.875,7.619,4.272,11.89,1.477,2.285,0.459,2.83,2.285,3.113,0.051,2.249,3.518,0.006,0.027,0.034,0.001,770.32,758.37,67.352,11.052
United Kingdom,1992,GBR,57509240.0,5.456,0.095,593.846,-15.567,-2.554,584.43,-27.52,-4.497,10.162,0.23,10.326,0.233,237.747,4.134,692.668,12.044,372.163,63914.5,63254.742,53275.207,131.24,2019.637,2930.319,8105.488,44259.449,6.444,0.112,122.296,2.127,12.878,13.085,-9.416,-0.164,112.05,1.948,52.91,0.92,218.447,3.798,2545.327,1.032,2.631,2.103,2.827,2.802,7.487,4.232,11.722,1.51,2.321,0.454,2.815,2.663,3.088,-0.18,2.372,3.486,0.006,0.028,0.035,0.001,752.53,740.58,98.822,16.641
United Kingdom,1993,GBR,57647464.0,5.525,0.096,579.613,-14.233,-2.397,571.504,-12.926,-2.212,9.914,0.222,10.054,0.225,207.686,3.603,657.332,11.403,377.688,64494.113,63826.246,53482.895,137.875,2157.228,2922.21,8324.651,44663.285,6.636,0.115,137.591,2.387,12.53,12.737,-8.109,-0.141,113.49,1.969,48.89,0.848,219.163,3.802,2574.725,1.002,2.542,2.046,2.44,2.73,7.358,4.192,11.551,1.545,2.369,0.449,2.802,2.834,3.383,-0.158,2.377,3.453,0.006,0.028,0.035,0.001,734.26,722.31,77.72,13.409
United Kingdom,1994,GBR,57785900.0,6.368,0.11,574.017,-5.596,-0.965,570.041,-1.463,-0.256,9.865,0.224,9.934,0.226,195.376,3.381,649.76,11.244,384.056,65068.125,64396.289,53678.27,145.301,2302.683,2918.234,8540.388,44021.512,7.426,0.129,145.455,2.517,12.458,12.665,-3.976,-0.069,115.63,2.001,49.47,0.856,215.736,3.733,2543.823,1.082,2.492,1.979,2.283,2.663,7.234,4.15,11.383,1.572,2.419,0.444,2.787,2.359,3.546,-0.069,2.331,3.419,0.006,0.028,0.035,0.001,731.86,719.91,75.743,13.195
United Kingdom,1995,GBR,57930364.0,6.285,0.108,566.159,-7.858,-1.369,573.416,3.376,0.592,9.898,0.225,9.773,0.222,181.699,3.137,644.332,11.123,390.34,65634.289,64969.703,53859.969,153.642,2456.937,2925.492,8751.982,44062.301,8.341,0.144,154.254,2.663,12.294,12.5,7.257,0.125,116.51,2.011,47.77,0.825,211.595,3.653,2552.545,1.01,2.407,1.966,2.064,2.595,7.111,4.11,11.212,1.606,2.472,0.442,2.772,2.555,3.664,0.129,2.266,3.386,0.006,0.028,0.035,0.001,724.11,712.17,78.174,13.808
United Kingdom,1996,GBR,58078584.0,6.416,0.11,586.761,20.602,3.639,600.16,26.744,4.664,10.334,0.224,10.103,0.219,173.072,2.98,672.856,11.585,396.757,66221.047,65569.867,54033.039,162.349,2634.479,2938.892,8968.875,46080.582,8.707,0.15,177.543,3.057,12.638,12.842,13.4,0.231,117.55,2.024,48.63,0.837,216.892,3.734,2676.295,1.01,2.42,1.984,1.918,2.53,6.991,4.07,11.041,1.637,2.538,0.44,2.757,2.484,4.038,0.223,2.254,3.354,0.006,0.029,0.036,0.001,745.84,733.99,86.095,14.673
United Kingdom,1997,GBR,58250192.0,6.71,0.115,562.708,-24.053,-4.099,568.993,-31.168,-5.193,9.768,0.216,9.66,0.214,154.729,2.656,672.131,11.539,403.467,66783.758,66138.859,54187.766,169.56,2817.366,2945.176,9176.619,45150.043,7.211,0.124,182.887,3.14,12.258,12.456,6.285,0.108,116.73,2.004,47.97,0.824,207.743,3.566,2629.999,1.015,2.307,1.785,1.723,2.469,6.873,4.026,10.873,1.651,2.604,0.436,2.738,2.043,4.144,0.084,2.127,3.321,0.006,0.029,0.036,0.001,725.57,714.02,109.423,19.446
United Kingdom,1998,GBR,58438320.0,6.838,0.117,568.544,5.836,1.037,563.562,-5.431,-0.954,9.644,0.213,9.729,0.214,154.088,2.637,695.997,11.91,410.306,67352.297,66702.414,54341.855,177.008,3008.727,2940.195,9381.552,45378.082,7.448,0.127,191.361,3.275,12.182,12.379,-4.981,-0.085,116.0,1.985,47.73,0.817,204.934,3.507,2651.819,1.039,2.337,1.848,1.764,2.414,6.762,3.986,10.716,1.669,2.67,0.431,2.719,2.212,4.266,-0.081,2.071,3.29,0.006,0.029,0.036,0.001,723.42,711.87,127.453,22.417
United Kingdom,1999,GBR,58635204.0,6.531,0.111,561.65,-6.894,-1.213,556.0,-7.562,-1.342,9.482,0.211,9.579,0.213,138.313,2.359,682.163,11.634,416.836,67913.945,67258.414,54480.168,183.179,3213.959,2934.545,9583.216,45017.871,6.171,0.105,205.231,3.5,11.737,11.933,-5.65,-0.096,113.76,1.94,37.96,0.647,201.663,3.439,2639.632,0.946,2.262,1.803,1.561,2.356,6.653,3.947,10.559,1.675,2.741,0.427,2.698,1.869,4.466,-0.094,1.99,3.257,0.006,0.029,0.036,0.001,699.68,688.18,120.514,21.457
United Kingdom,2000,GBR,58850044.0,6.332,0.108,569.034,7.384,1.315,569.675,13.675,2.46,9.68,0.214,9.669,0.214,144.443,2.454,744.108,12.644,423.168,68482.984,67828.094,54624.613,189.625,3424.09,2935.187,9781.454,45275.645,6.446,0.11,210.131,3.571,11.731,11.925,0.642,0.011,109.9,1.867,36.94,0.628,198.238,3.369,2664.474,0.878,2.231,1.845,1.569,2.299,6.545,3.909,10.401,1.68,2.806,0.423,2.677,1.856,4.442,0.012,1.929,3.224,0.006,0.03,0.037,0.001,701.79,690.36,175.074,30.767
United Kingdom,2001,GBR,59092016.0,5.844,0.099,577.971,8.937,1.571,577.789,8.114,1.424,9.778,0.215,9.781,0.215,153.534,2.598,726.545,12.295,429.012,69060.953,68405.883,54778.148,196.118,3634.25,2935.005,9980.104,45559.023,6.493,0.11,210.16,3.556,11.827,12.047,-0.182,-0.003,104.86,1.775,35.54,0.601,198.651,3.362,2692.175,0.775,2.251,1.881,1.658,2.239,6.442,3.874,10.25,1.688,2.867,0.42,2.656,1.933,4.419,-0.004,1.918,3.19,0.006,0.03,0.037,0.001,711.88,698.9,148.574,25.706
United Kingdom,2002,GBR,59355688.0,5.988,0.101,560.273,-17.697,-3.062,562.007,-15.782,-2.732,9.468,0.214,9.439,0.213,141.691,2.387,735.42,12.39,435.0,69621.227,68967.891,54919.836,202.296,3841.28,2936.739,10176.234,44332.898,6.179,0.104,207.03,3.488,11.468,11.686,1.733,0.029,102.72,1.731,33.51,0.565,196.13,3.304,2631.41,0.766,2.135,1.777,1.463,2.181,6.339,3.837,10.093,1.694,2.917,0.417,2.636,1.903,4.221,0.032,1.897,3.156,0.005,0.03,0.037,0.001,693.65,680.71,175.147,31.261
United Kingdom,2003,GBR,59649800.0,5.868,0.098,571.619,11.346,2.025,575.938,13.931,2.479,9.655,0.216,9.583,0.214,153.103,2.567,748.546,12.549,440.868,70192.852,69543.828,55072.941,207.859,4049.743,2941.058,10370.632,44750.703,5.563,0.093,208.462,3.495,11.559,11.775,4.319,0.072,98.44,1.65,33.11,0.555,194.397,3.259,2669.371,0.682,2.067,1.72,1.455,2.119,6.234,3.798,9.93,1.691,2.961,0.415,2.614,1.614,4.101,0.074,1.831,3.119,0.005,0.03,0.037,0.001,702.4,689.49,176.927,30.952
United Kingdom,2004,GBR,59995852.0,5.977,0.1,573.43,1.811,0.317,579.987,4.049,0.703,9.667,0.216,9.558,0.213,147.662,2.461,759.977,12.667,446.845,70766.273,70123.812,55220.602,213.478,4261.477,2947.615,10568.584,44856.602,5.619,0.094,211.734,3.529,11.403,11.618,6.557,0.109,93.27,1.555,34.01,0.567,197.952,3.299,2691.21,0.665,2.004,1.705,1.358,2.059,6.129,3.76,9.765,1.69,3.001,0.412,2.592,1.64,4.025,0.122,1.798,3.085,0.005,0.031,0.037,0.002,697.02,684.15,186.547,32.532
United Kingdom,2005,GBR,60383740.0,5.941,0.098,570.338,-3.091,-0.539,613.705,33.718,5.814,10.163,0.226,9.445,0.21,148.033,2.452,750.134,12.423,452.786,71336.617,70737.516,55368.633,219.469,4466.915,2990.982,10769.032,44937.305,5.991,0.099,205.438,3.402,11.228,11.44,43.367,0.718,89.38,1.48,32.84,0.544,200.448,3.32,2713.482,0.616,1.927,1.78,1.281,1.997,6.024,3.724,9.595,1.691,3.031,0.416,2.571,1.722,3.822,0.887,1.804,3.048,0.005,0.031,0.038,0.002,690.82,677.96,179.796,31.524
United Kingdom,2006,GBR,60803700.0,5.893,0.097,567.846,-2.493,-0.437,589.968,-23.737,-3.868,9.703,0.22,9.339,0.212,160.844,2.645,754.026,12.401,458.679,71904.461,71327.492,55529.48,224.741,4661.041,3013.105,10966.215,44057.82,5.272,0.087,194.126,3.193,11.089,11.3,22.123,0.364,84.85,1.395,31.78,0.523,197.183,3.243,2678.878,0.561,1.855,1.646,1.318,1.934,5.919,3.686,9.423,1.686,3.048,0.416,2.55,1.517,3.502,0.423,1.759,3.009,0.005,0.031,0.038,0.002,687.09,674.23,186.18,32.787
United Kingdom,2007,GBR,61260680.0,6.117,0.1,559.566,-8.279,-1.458,577.295,-12.674,-2.148,9.424,0.222,9.134,0.215,150.844,2.462,752.318,12.281,464.796,72464.023,71904.781,55680.324,230.158,4857.561,3030.833,11162.375,42517.129,5.417,0.088,196.52,3.208,10.755,10.964,17.728,0.289,80.57,1.315,31.83,0.52,196.16,3.202,2604.628,0.542,1.776,1.601,1.18,1.87,5.815,3.648,9.248,1.684,3.062,0.415,2.529,1.578,3.43,0.389,1.744,2.969,0.005,0.031,0.038,0.002,671.69,658.85,192.751,34.447
United Kingdom,2008,GBR,61742152.0,5.205,0.084,544.932,-14.634,-2.615,555.837,-21.458,-3.717,9.003,0.217,8.826,0.213,139.219,2.255,719.617,11.655,470.0,73008.953,72460.625,55819.543,234.908,5060.216,3041.738,11351.175,41451.902,4.75,0.077,202.655,3.282,10.337,10.545,10.905,0.177,75.04,1.215,31.64,0.512,188.8,3.058,2559.33,0.455,1.701,1.511,1.054,1.808,5.712,3.609,9.072,1.677,3.075,0.414,2.508,1.419,3.438,0.23,1.685,2.929,0.005,0.032,0.038,0.002,651.07,638.24,174.684,32.056
United Kingdom,2009,GBR,62243384.0,3.721,0.06,494.108,-50.825,-9.327,501.791,-54.046,-9.723,8.062,0.206,7.938,0.203,113.823,1.829,628.732,10.101,473.722,73503.062,72962.406,55933.363,239.789,5248.286,3049.422,11531.439,39040.559,4.881,0.078,188.07,3.022,9.349,9.556,7.684,0.123,69.48,1.116,29.33,0.471,180.264,2.896,2430.017,0.317,1.569,1.366,0.873,1.744,5.612,3.568,8.902,1.673,3.082,0.412,2.488,1.477,3.272,0.147,1.644,2.889,0.005,0.032,0.038,0.002,594.77,581.93,134.625,27.246
United Kingdom,2010,GBR,62760048.0,3.792,0.06,511.905,17.797,3.602,518.709,16.917,3.371,8.265,0.209,8.157,0.206,118.03,1.881,676.786,10.784,477.514,74014.977,73481.117,56051.391,244.527,5450.213,3056.226,11711.287,39540.008,4.738,0.075,201.927,3.217,9.474,9.678,6.804,0.108,64.55,1.029,29.85,0.476,179.848,2.866,2481.533,0.302,1.537,1.348,0.847,1.68,5.511,3.527,8.728,1.666,3.088,0.41,2.467,1.388,3.261,0.131,1.587,2.848,0.005,0.032,0.038,0.002,607.41,594.57,164.881,32.209
United Kingdom,2011,GBR,63286360.0,4.097,0.065,469.713,-42.191,-8.242,480.352,-38.357,-7.395,7.59,0.205,7.422,0.201,117.15,1.851,612.43,9.677,481.61,74484.688,73961.469,56168.543,248.98,5618.449,3066.864,11883.347,37007.074,4.453,0.07,168.236,2.658,8.708,8.937,10.638,0.168,60.59,0.957,28.9,0.457,172.06,2.719,2342.043,0.304,1.364,1.211,0.795,1.618,5.407,3.484,8.55,1.656,3.072,0.409,2.444,1.239,2.64,0.204,1.516,2.803,0.004,0.032,0.038,0.002,565.57,551.09,142.717,30.384
United Kingdom,2012,GBR,63808728.0,3.724,0.058,487.477,17.763,3.782,504.416,24.065,5.01,7.905,0.212,7.64,0.205,148.005,2.32,635.759,9.964,485.334,74972.156,74465.883,56316.551,252.626,5776.688,3083.804,12053.635,37292.91,3.646,0.057,158.24,2.48,8.948,9.175,16.94,0.265,58.3,0.914,28.5,0.447,170.288,2.669,2379.613,0.269,1.395,1.252,0.994,1.558,5.308,3.442,8.382,1.639,3.05,0.408,2.422,0.966,2.434,0.317,1.481,2.76,0.004,0.032,0.038,0.002,585.43,570.95,148.282,30.418
United Kingdom,2013,GBR,64302296.0,4.029,0.063,477.611,-9.866,-2.024,493.449,-10.968,-2.174,7.674,0.208,7.428,0.201,142.457,2.215,618.389,9.617,489.364,75449.773,74959.336,56459.004,256.842,5934.311,3099.641,12219.392,36881.977,4.216,0.066,157.622,2.451,8.605,8.83,15.837,0.246,54.46,0.847,28.5,0.443,165.756,2.578,2371.596,0.279,1.356,1.231,0.95,1.501,5.212,3.402,8.22,1.626,3.029,0.408,2.4,1.094,2.411,0.326,1.431,2.718,0.004,0.033,0.038,0.002,567.81,553.32,140.778,29.475
