country,year,iso_code,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
India,2002,IND,1098313088.0,49.111,0.045,1021.664,30.695,3.097,1108.092,-24.26,-2.142,1.009,0.287,0.93,0.264,598.597,0.545,928.847,0.846,752.863,20926.088,58501.535,14048.131,120.882,583.268,40269.902,5420.942,3519.717,1.602,0.001,47.134,0.043,1.604,1.609,86.428,0.079,591.45,0.539,178.22,0.162,325.22,0.296,3865.751,6.281,3.892,3.503,6.181,3.774,1.905,3.255,2.582,1.012,0.443,5.723,1.404,0.493,0.961,1.605,3.146,4.316,0.027,0.02,0.051,0.004,1766.72,1762.14,-92.817,-9.085
India,2003,IND,1117415168.0,50.88,0.046,1059.16,37.495,3.67,1172.229,64.137,5.788,1.049,0.293,0.948,0.265,625.89,0.56,981.855,0.879,803.743,21985.246,59673.758,14674.021,122.669,633.256,40382.973,5751.557,3583.34,1.787,0.002,49.988,0.045,1.614,1.621,113.07,0.101,600.99,0.538,186.9,0.167,330.615,0.296,4004.078,5.916,3.831,3.501,5.948,3.863,1.953,3.259,2.646,0.998,0.463,5.692,1.45,0.519,0.983,1.938,3.114,4.325,0.027,0.02,0.052,0.004,1811.43,1803.99,-77.305,-7.299
India,2004,IND,1136264576.0,55.545,0.049,1125.096,65.937,6.225,1196.999,24.77,2.113,1.053,0.275,0.99,0.259,669.968,0.59,1036.052,0.912,859.288,23110.342,60870.758,15343.988,124.434,682.841,40454.871,6099.792,3826.205,1.765,0.002,49.585,0.044,1.665,1.674,71.903,0.063,609.37,0.536,194.56,0.171,348.234,0.306,4347.582,6.181,3.931,3.519,6.16,3.959,2.002,3.264,2.713,0.985,0.481,5.659,1.496,0.515,0.943,1.333,3.163,4.334,0.027,0.021,0.053,0.005,1901.54,1892.15,-89.045,-7.914
India,2005,IND,1154638720.0,59.687,0.052,1185.674,60.578,5.384,1228.745,31.747,2.652,1.064,0.267,1.027,0.258,721.469,0.625,1096.386,0.95,918.974,24296.016,62099.504,16065.457,126.137,733.279,40497.941,6452.167,3987.057,1.704,0.001,50.439,0.044,1.703,1.709,43.071,0.037,621.67,0.538,202.95,0.176,352.376,0.305,4603.61,6.192,4.007,3.563,6.244,4.054,2.052,3.269,2.784,0.972,0.498,5.626,1.54,0.49,0.938,0.88,3.172,4.346,0.028,0.021,0.054,0.005,1973.19,1966.22,-89.289,-7.531
India,2006,IND,1172373760.0,64.905,0.055,1292.485,106.81,9.008,1331.424,102.678,8.356,1.136,0.275,1.102,0.267,773.564,0.66,1178.884,1.006,983.88,25588.5,63430.93,16839.021,127.879,815.859,40536.883,6821.862,4136.667,1.741,0.001,82.58,0.07,1.761,1.767,38.939,0.033,631.08,0.538,212.63,0.181,369.694,0.315,4849.72,6.174,4.223,3.715,6.341,4.148,2.107,3.278,2.858,0.959,0.533,5.591,1.586,0.501,1.49,0.744,3.298,4.357,0.028,0.022,0.055,0.005,2071.63,2064.47,-113.601,-8.789
India,2007,IND,1189691776.0,68.333,0.057,1392.506,100.021,7.739,1486.842,155.419,11.673,1.25,0.283,1.17,0.265,842.477,0.708,1296.357,1.09,1052.213,26981.008,64917.77,17681.498,129.721,903.815,40631.219,7213.759,4423.929,1.842,0.002,87.956,0.074,1.857,1.865,94.336,0.079,645.31,0.542,223.31,0.188,391.897,0.329,5263.111,6.052,4.421,4.124,6.588,4.234,2.165,3.293,2.937,0.949,0.57,5.569,1.635,0.537,1.535,2.071,3.484,4.373,0.029,0.023,0.056,0.005,2218.68,2209.3,-96.149,-6.905
India,2008,IND,1206734848.0,73.245,0.061,1489.437,96.931,6.961,1637.771,150.929,10.151,1.357,0.294,1.234,0.267,910.795,0.755,1380.965,1.144,1125.458,28470.443,66555.547,18592.293,131.609,994.092,40779.555,7626.992,4616.339,1.888,0.002,90.277,0.075,1.915,1.921,148.334,0.123,652.89,0.541,226.8,0.188,413.233,0.342,5570.697,6.406,4.648,4.453,6.898,4.33,2.227,3.314,3.022,0.94,0.604,5.553,1.685,0.564,1.532,3.129,3.688,4.391,0.029,0.023,0.057,0.005,2318.0,2310.91,-108.472,-7.283
India,2009,IND,1223640192.0,81.268,0.066,1612.216,122.779,8.243,1695.097,57.325,3.5,1.385,0.283,1.318,0.269,983.947,0.804,1525.243,1.246,1206.726,30082.66,68250.641,19576.24,133.488,1106.555,40862.434,8059.651,4892.379,1.879,0.002,112.463,0.092,2.008,2.02,82.88,0.068,656.67,0.537,235.6,0.193,432.66,0.354,5986.512,6.914,5.119,4.615,7.55,4.442,2.297,3.338,3.116,0.931,0.65,5.525,1.739,0.569,1.956,1.583,3.947,4.413,0.029,0.024,0.058,0.005,2471.7,2457.28,-86.973,-5.395
India,2010,IND,1240613632.0,86.029,0.069,1677.337,65.121,4.039,1795.778,100.682,5.94,1.447,0.288,1.352,0.269,1015.983,0.819,1577.666,1.272,1292.755,31759.996,70046.414,20592.225,135.192,1240.676,40980.875,8499.151,5033.775,1.704,0.001,134.121,0.108,2.071,2.081,118.441,0.095,663.02,0.534,243.09,0.196,439.5,0.354,6244.97,6.856,5.036,4.666,7.288,4.548,2.365,3.362,3.206,0.921,0.703,5.503,1.79,0.499,2.166,2.288,3.879,4.44,0.03,0.025,0.06,0.005,2581.25,2569.05,-99.671,-5.942
India,2011,IND,1257621248.0,91.314,0.073,1764.712,87.375,5.209,1862.452,66.674,3.713,1.481,0.283,1.403,0.268,1074.385,0.854,1631.101,1.297,1384.069,33524.711,71908.867,21666.609,137.84,1376.936,41078.617,8959.256,5236.977,2.648,0.002,136.26,0.108,2.132,2.083,97.74,0.078,668.18,0.531,248.68,0.198,460.104,0.366,6586.134,6.768,5.125,4.697,7.293,4.649,2.434,3.387,3.298,0.917,0.753,5.477,1.843,0.737,2.138,1.873,4.054,4.465,0.03,0.026,0.061,0.005,2619.73,2681.72,-133.612,-7.571
India,2012,IND,1274487168.0,100.237,0.079,1925.7,160.987,9.123,2086.577,224.125,12.034,1.637,0.301,1.511,0.277,1206.452,0.947,1789.875,1.404,1484.307,35450.41,73995.445,22873.061,141.432,1502.541,41239.492,9449.069,5447.341,3.592,0.003,125.605,0.099,2.223,2.178,160.877,0.126,670.17,0.526,249.89,0.196,489.814,0.384,6942.567,7.242,5.512,5.18,8.099,4.764,2.51,3.421,3.404,0.918,0.793,5.46,1.899,0.952,1.932,3.01,4.26,4.493,0.031,0.026,0.062,0.005,2776.41,2832.7,-135.825,-7.053
India,2013,IND,1291132032.0,107.82,0.084,1995.098,69.398,3.604,2212.392,125.815,6.03,1.714,0.308,1.545,0.278,1276.383,0.989,1781.389,1.38,1592.126,37445.508,76207.844,24149.445,144.698,1613.23,41456.789,9946.01,5555.548,3.266,0.003,110.689,0.086,2.247,2.2,217.294,0.168,672.31,0.521,248.01,0.192,496.94,0.385,7172.946,7.472,5.663,5.518,8.515,4.884,2.587,3.459,3.516,0.916,0.823,5.454,1.953,0.847,1.693,4.472,4.29,4.519,0.031,0.027,0.064,0.005,2840.44,2900.89,-213.709,-10.712
India,2014,IND,1307246464.0,115.825,0.089,2148.344,153.246,7.681,2247.754,35.363,1.598,1.719,0.294,1.643,0.281,1407.057,1.076,1959.819,1.499,1707.951,39593.852,78455.594,25556.5,148.227,1722.698,41556.199,10458.475,5857.284,3.529,0.003,109.467,0.084,2.359,2.312,99.411,0.076,676.35,0.517,250.28,0.191,512.465,0.392,7656.914,7.724,6.057,5.525,9.377,5.009,2.67,3.496,3.641,0.916,0.85,5.429,2.008,0.912,1.647,1.907,4.41,4.547,0.031,0.028,0.065,0.006,3022.2,3083.57,-188.525,-8.775
India,2015,IND,1322866560.0,117.508,0.089,2234.219,85.876,3.997,2386.868,139.113,6.189,1.804,0.301,1.689,0.282,1449.587,1.096,2095.201,1.584,1825.459,41828.074,80842.469,27006.088,152.365,1829.568,41708.844,11014.592,5988.833,4.137,0.003,106.871,0.081,2.346,2.299,152.648,0.115,680.55,0.514,253.66,0.192,556.117,0.42,7922.428,8.135,6.3,5.808,9.887,5.136,2.754,3.538,3.769,0.919,0.874,5.41,2.068,1.077,1.575,2.711,4.679,4.576,0.032,0.03,0.067,0.006,3041.47,3104.05,-139.018,-6.222
India,2016,IND,1338636288.0,123.281,0.092,2354.658,120.439,5.391,2519.178,132.31,5.543,1.882,0.304,1.759,0.284,1499.401,1.12,2179.22,1.628,1948.741,44182.73,83361.633,28505.49,156.121,1943.191,41873.363,11629.188,6184.25,3.756,0.003,113.622,0.085,2.351,2.328,164.52,0.123,686.7,0.513,253.42,0.189,614.597,0.459,8278.461,8.314,6.64,6.289,10.467,5.263,2.843,3.585,3.9,0.921,0.898,5.399,2.135,1.004,1.63,3.577,5.119,4.609,0.032,0.031,0.069,0.006,3116.76,3147.64,-175.438,-7.451
India,2017,IND,1354195712.0,121.047,0.089,2426.607,71.949,3.056,2547.878,28.7,1.139,1.881,0.296,1.792,0.282,1551.256,1.146,2273.49,1.679,2069.788,46609.336,85909.523,30056.744,158.944,2062.113,41994.637,12261.747,6346.354,2.823,0.002,118.922,0.088,2.414,2.394,121.271,0.09,690.35,0.51,259.3,0.191,632.558,0.467,8594.206,8.046,6.736,6.277,10.706,5.372,2.931,3.631,4.033,0.917,0.923,5.383,2.202,0.729,1.67,2.657,5.177,4.641,0.032,0.032,0.07,0.006,3241.44,3269.58,-153.117,-6.31
India,2018,IND,1369003264.0,138.965,0.102,2593.058,166.451,6.859,2718.08,170.203,6.68,1.985,0.299,1.894,0.286,1668.318,1.219,2425.254,1.772,2208.753,49202.395,88627.594,31725.062,161.434,2188.314,42119.66,12918.831,6633.665,2.49,0.002,126.201,0.092,2.51,2.488,125.022,0.091,698.39,0.51,265.4,0.194,657.084,0.48,9081.509,8.875,7.053,6.621,11.33,5.509,3.024,3.682,4.174,0.91,0.948,5.369,2.269,0.611,1.683,2.918,5.356,4.674,0.033,0.033,0.072,0.006,3406.53,3436.07,-167.803,-6.471
India,2019,IND,1383112064.0,143.664,0.104,2612.888,19.83,0.765,2708.915,-9.166,-0.337,1.959,0.291,1.889,0.281,1661.94,1.202,2447.512,1.77,2352.417,51815.281,91336.516,33387.0,163.888,2316.99,42215.688,13594.984,6731.805,2.454,0.002,128.676,0.093,2.467,2.444,96.027,0.069,698.12,0.505,272.13,0.197,676.154,0.489,9310.841,8.891,7.054,6.506,11.318,5.64,3.114,3.73,4.309,0.902,0.971,5.35,2.337,0.564,1.688,2.089,5.463,4.707,0.033,0.034,0.073,0.006,3380.31,3412.42,-165.376,-6.329
India,2020,IND,1396387072.0,122.908,0.088,2421.552,-191.336,-7.323,2494.395,-214.52,-7.919,1.786,0.283,1.734,0.275,1561.799,1.118,2247.732,1.61,2475.325,54236.836,93830.906,34948.801,166.694,2444.984,42288.523,14201.029,6317.096,2.806,0.002,127.994,0.092,2.292,2.268,72.843,0.052,698.5,0.5,279.92,0.2,606.045,0.434,8821.111,7.526,6.917,6.347,10.979,5.711,3.192,3.772,4.43,0.897,0.993,5.33,2.397,0.704,1.694,1.696,5.56,4.737,0.034,0.035,0.075,0.006,3166.95,3200.82,-173.82,-7.178
Japan,1990,JPN,123686320.0,38.701,0.313,1157.196,135.514,13.264,1157.755,134.897,13.188,9.36,0.222,9.356,0.222,318.711,2.577,1317.45,10.652,1024.541,28812.971,34295.062,11724.348,1.526,1035.611,5759.918,15015.679,42192.621,0.192,0.002,116.896,0.945,9.555,8.946,0.559,0.005,36.99,0.299,28.08,0.227,671.429,5.428,5218.65,7.84,5.086,4.147,3.663,8.366,3.567,2.384,2.68,0.019,1.309,0.906,5.582,0.074,3.052,0.011,7.263,1.863,0.003,0.015,0.018,0.001,1106.46,1181.86,160.255,13.849
Japan,1991,JPN,124073992.0,40.347,0.325,1168.897,11.702,1.011,1168.124,10.369,0.896,9.415,0.219,9.421,0.219,318.579,2.568,1336.028,10.768,1064.888,29981.867,35463.188,12042.927,1.742,1160.653,5759.146,15689.469,43008.555,0.216,0.002,125.042,1.008,9.65,9.042,-0.773,-0.006,36.99,0.298,27.4,0.221,673.791,5.431,5336.243,7.95,5.032,4.146,3.698,8.35,3.607,2.417,2.7,0.021,1.398,0.899,5.629,0.079,3.199,-0.016,6.94,1.881,0.003,0.015,0.018,0.001,1121.91,1197.3,167.131,14.298
Japan,1992,JPN,124444696.0,41.666,0.335,1178.675,9.778,0.836,1177.315,9.191,0.787,9.461,0.218,9.471,0.219,312.947,2.515,1423.01,11.435,1106.554,31160.543,36640.5,12355.875,1.95,1287.12,5757.786,16376.829,43327.996,0.209,0.002,126.467,1.016,9.726,9.121,-1.36,-0.011,37.42,0.301,27.72,0.223,687.36,5.523,5391.939,7.883,5.223,4.236,3.721,8.331,3.65,2.451,2.719,0.022,1.479,0.892,5.688,0.086,3.194,-0.026,7.462,1.9,0.003,0.016,0.019,0.001,1135.0,1210.39,244.335,20.73
Japan,1993,JPN,124779576.0,41.224,0.33,1171.687,-6.988,-0.593,1168.548,-8.768,-0.745,9.365,0.214,9.39,0.214,318.364,2.551,1394.221,11.173,1147.778,32332.229,37809.051,12674.238,2.163,1416.485,5754.646,17049.588,43862.707,0.212,0.002,129.365,1.037,9.647,9.043,-3.139,-0.025,37.45,0.3,27.66,0.222,672.758,5.392,5473.17,7.478,5.139,4.184,3.741,8.297,3.689,2.483,2.737,0.024,1.555,0.884,5.738,0.091,3.181,-0.061,7.298,1.919,0.003,0.016,0.019,0.001,1128.35,1203.8,222.534,18.993
Japan,1994,JPN,125119264.0,42.297,0.338,1226.702,55.016,4.695,1227.102,58.555,5.011,9.807,0.216,9.804,0.216,326.152,2.607,1467.884,11.732,1190.075,33558.93,39036.148,13000.391,2.395,1552.154,5755.047,17762.418,45380.562,0.232,0.002,135.668,1.084,10.083,9.479,0.4,0.003,37.74,0.302,29.13,0.233,712.832,5.697,5677.982,7.188,5.325,4.259,3.811,8.252,3.731,2.516,2.757,0.026,1.631,0.876,5.797,0.074,3.307,0.007,7.703,1.939,0.003,0.017,0.02,0.001,1186.05,1261.54,241.182,19.661
Japan,1995,JPN,125433968.0,42.142,0.336,1239.048,12.346,1.006,1235.181,8.079,0.658,9.847,0.207,9.878,0.208,336.098,2.679,1499.387,11.954,1232.217,34797.977,40271.332,13336.489,2.918,1692.785,5751.18,18472.555,47580.195,0.523,0.004,140.632,1.121,10.179,9.578,-3.867,-0.031,36.87,0.294,28.89,0.23,710.136,5.661,5968.173,6.772,5.267,4.235,3.818,8.191,3.77,2.548,2.776,0.03,1.703,0.868,5.851,0.16,3.34,-0.069,7.604,1.958,0.003,0.017,0.02,0.001,1201.39,1276.85,260.339,21.011
Japan,1996,JPN,125726224.0,42.56,0.339,1251.546,12.498,1.009,1246.488,11.307,0.915,9.914,0.205,9.955,0.206,344.903,2.743,1492.768,11.873,1274.777,36049.527,41517.82,13681.392,3.489,1839.202,5746.123,19180.232,48386.641,0.572,0.005,146.416,1.165,10.274,9.673,-5.057,-0.04,35.91,0.286,29.87,0.238,707.677,5.629,6083.47,6.701,5.161,4.121,3.822,8.13,3.806,2.577,2.796,0.035,1.772,0.86,5.895,0.163,3.33,-0.084,7.355,1.976,0.002,0.018,0.021,0.001,1216.18,1291.67,241.223,19.274
Japan,1997,JPN,126027984.0,39.926,0.317,1244.251,-7.295,-0.583,1237.176,-9.312,-0.747,9.817,0.2,9.873,0.201,350.437,2.781,1468.349,11.651,1314.703,37293.777,42755.0,14031.828,4.071,1990.253,5739.048,19873.047,49199.973,0.582,0.005,151.051,1.199,10.154,9.555,-7.075,-0.056,35.29,0.28,30.36,0.241,692.814,5.497,6200.573,6.042,5.1,3.881,3.903,8.046,3.838,2.603,2.816,0.04,1.84,0.849,5.93,0.165,3.422,-0.095,7.093,1.991,0.002,0.018,0.022,0.001,1204.18,1279.69,224.098,18.011
Japan,1998,JPN,126308392.0,35.363,0.28,1204.403,-39.849,-3.203,1197.841,-39.335,-3.179,9.483,0.197,9.535,0.198,328.065,2.597,1373.496,10.874,1350.066,38498.176,43952.836,14359.894,4.571,2144.838,5732.486,20549.951,48110.82,0.5,0.004,154.585,1.224,9.764,9.166,-6.562,-0.052,34.07,0.27,28.87,0.229,676.905,5.359,6076.8,5.371,4.95,3.928,3.755,7.942,3.865,2.627,2.832,0.043,1.903,0.841,5.956,0.149,3.446,-0.106,6.842,2.006,0.002,0.019,0.022,0.001,1157.8,1233.32,169.093,14.04
Japan,1999,JPN,126555064.0,35.01,0.277,1241.036,36.634,3.042,1233.557,35.717,2.982,9.747,0.2,9.806,0.201,346.075,2.735,1465.246,11.578,1385.076,39739.215,45186.395,14705.968,5.112,2308.672,5725.007,21236.43,48803.297,0.541,0.004,163.835,1.295,9.982,9.385,-7.479,-0.059,33.78,0.267,22.68,0.179,686.478,5.424,6176.304,5.07,4.997,4.0,3.905,7.83,3.893,2.652,2.85,0.047,1.969,0.832,5.98,0.164,3.565,-0.125,6.773,2.022,0.002,0.019,0.023,0.001,1187.78,1263.29,224.209,18.066
Japan,2000,JPN,126803864.0,35.086,0.277,1263.755,22.718,1.831,1267.826,34.268,2.778,9.998,0.203,9.966,0.202,372.898,2.941,1548.74,12.214,1420.161,41002.973,46454.223,15078.867,5.625,2477.367,5729.078,21913.602,49229.383,0.513,0.004,168.695,1.33,10.08,9.484,4.071,0.032,33.33,0.263,25.3,0.2,677.172,5.34,6242.476,4.863,4.956,4.106,4.05,7.714,3.919,2.677,2.871,0.05,2.031,0.826,5.997,0.148,3.566,0.076,6.589,2.037,0.002,0.02,0.023,0.001,1202.66,1278.17,284.985,22.551
Japan,2001,JPN,127065736.0,34.374,0.271,1249.162,-14.593,-1.155,1241.92,-25.906,-2.043,9.774,0.201,9.831,0.202,381.944,3.006,1511.964,11.899,1454.536,42252.133,47696.141,15460.811,6.175,2645.2,5721.835,22569.059,48662.785,0.55,0.004,167.833,1.321,9.884,9.119,-7.242,-0.057,32.39,0.255,22.05,0.174,655.456,5.158,6183.373,4.559,4.865,4.044,4.125,7.59,3.941,2.701,2.893,0.053,2.087,0.819,6.006,0.164,3.529,-0.144,6.329,2.05,0.002,0.021,0.024,0.001,1158.68,1255.89,262.802,21.038
Japan,2002,JPN,127301744.0,32.417,0.255,1278.787,29.625,2.372,1268.997,27.077,2.18,9.968,0.205,10.045,0.207,399.075,3.135,1501.686,11.796,1486.953,43530.918,48965.137,15859.886,6.701,2816.944,5712.045,23235.428,48643.801,0.526,0.004,171.744,1.349,10.104,9.341,-9.79,-0.077,32.24,0.253,21.72,0.171,666.369,5.235,6192.44,4.146,4.872,4.012,4.121,7.455,3.964,2.724,2.915,0.056,2.139,0.812,6.018,0.162,3.502,-0.182,6.447,2.063,0.002,0.021,0.024,0.001,1189.07,1286.3,222.899,17.431
Japan,2003,JPN,127502352.0,31.935,0.25,1287.292,8.505,0.665,1276.05,7.053,0.556,10.008,0.207,10.096,0.209,412.437,3.235,1527.005,11.976,1518.888,44818.211,50241.188,16272.322,7.209,2994.083,5700.803,23891.852,48392.922,0.507,0.004,177.139,1.389,10.141,9.378,-11.243,-0.088,31.99,0.251,21.86,0.171,656.423,5.148,6170.211,3.713,4.656,3.811,3.919,7.3,3.981,2.744,2.934,0.059,2.189,0.803,6.022,0.147,3.485,-0.193,6.183,2.074,0.002,0.022,0.025,0.001,1195.78,1293.01,239.712,18.621
Japan,2004,JPN,127671288.0,31.276,0.245,1282.686,-4.607,-0.358,1271.396,-4.654,-0.365,9.958,0.204,10.047,0.206,420.397,3.293,1535.167,12.024,1550.164,46100.898,51512.582,16692.719,7.687,3170.133,5689.512,24537.123,48887.336,0.479,0.004,176.05,1.379,10.049,9.287,-11.29,-0.088,31.8,0.249,22.21,0.174,645.272,5.054,6241.509,3.481,4.482,3.738,3.865,7.142,3.993,2.762,2.952,0.061,2.232,0.796,6.018,0.14,3.347,-0.209,5.86,2.083,0.002,0.022,0.025,0.001,1185.71,1282.94,252.481,19.684
Japan,2005,JPN,127798376.0,32.28,0.253,1290.145,7.459,0.581,1278.601,7.205,0.567,10.005,0.204,10.095,0.206,430.822,3.371,1543.184,12.075,1582.444,47391.043,52791.184,17123.541,8.197,3344.815,5677.969,25179.404,49007.164,0.509,0.004,174.681,1.367,10.09,9.329,-11.544,-0.09,31.42,0.246,21.89,0.171,642.282,5.026,6263.036,3.349,4.36,3.708,3.729,6.981,4.002,2.779,2.967,0.063,2.269,0.789,6.012,0.146,3.25,-0.236,5.782,2.092,0.002,0.023,0.026,0.001,1192.22,1289.54,253.04,19.613
Japan,2006,JPN,127902168.0,31.991,0.25,1267.118,-23.026,-1.785,1255.47,-23.131,-1.809,9.816,0.201,9.907,0.203,427.929,3.346,1516.258,11.855,1614.435,48658.16,54046.656,17551.471,8.751,3536.126,5666.32,25784.906,48855.34,0.555,0.004,191.312,1.496,9.922,9.161,-11.648,-0.091,31.24,0.244,21.83,0.171,605.501,4.734,6248.704,3.043,4.14,3.503,3.508,6.806,4.006,2.793,2.979,0.066,2.312,0.782,5.996,0.16,3.451,-0.223,5.401,2.098,0.002,0.023,0.026,0.001,1171.67,1269.04,249.139,19.662
Japan,2007,JPN,128006424.0,30.658,0.24,1302.837,35.718,2.819,1291.963,36.493,2.907,10.093,0.209,10.178,0.211,445.403,3.48,1524.415,11.909,1645.093,49960.996,55338.617,17996.873,9.369,3743.875,5655.447,26392.994,48292.938,0.617,0.005,207.748,1.623,10.191,9.429,-10.874,-0.085,31.15,0.243,21.06,0.165,608.088,4.75,6181.806,2.715,4.136,3.583,3.483,6.62,4.009,2.807,2.989,0.069,2.36,0.775,5.981,0.18,3.625,-0.239,5.406,2.105,0.002,0.024,0.027,0.001,1206.97,1304.49,221.578,17.007
Japan,2008,JPN,128077632.0,28.553,0.223,1232.014,-70.823,-5.436,1222.123,-69.84,-5.406,9.542,0.201,9.619,0.203,426.679,3.331,1502.709,11.733,1673.646,51193.012,56560.742,18423.553,9.936,3947.157,5645.556,26956.316,47418.41,0.567,0.004,203.282,1.587,9.641,8.879,-9.891,-0.077,30.43,0.238,20.35,0.159,563.322,4.398,6073.238,2.497,3.845,3.323,3.231,6.439,4.005,2.817,2.994,0.071,2.399,0.769,5.957,0.169,3.449,-0.209,5.027,2.11,0.002,0.024,0.027,0.001,1137.15,1234.74,270.694,21.972
Japan,2009,JPN,128117040.0,25.308,0.198,1163.057,-68.957,-5.597,1152.843,-69.28,-5.669,8.998,0.208,9.078,0.21,411.779,3.214,1395.906,10.896,1698.954,52356.066,57713.582,18835.33,10.438,4148.168,5635.341,27472.646,43254.305,0.502,0.004,201.011,1.569,9.189,8.426,-10.214,-0.08,29.81,0.233,20.13,0.157,516.33,4.03,5541.613,2.153,3.693,3.139,3.159,6.253,3.997,2.822,2.998,0.073,2.436,0.762,5.927,0.152,3.497,-0.195,4.71,2.112,0.002,0.025,0.028,0.001,1079.49,1177.23,232.849,20.02
Japan,2010,JPN,128105432.0,24.321,0.19,1214.707,51.65,4.441,1203.942,51.1,4.432,9.398,0.204,9.482,0.206,446.473,3.485,1447.569,11.3,1723.276,53570.777,58917.527,19281.803,10.914,4360.213,5624.577,27994.912,46114.938,0.476,0.004,212.046,1.655,9.639,8.875,-10.765,-0.084,29.74,0.232,20.21,0.158,522.267,4.077,5907.574,1.938,3.647,3.128,3.203,6.063,3.989,2.828,3.002,0.074,2.47,0.755,5.896,0.139,3.424,-0.208,4.61,2.115,0.002,0.026,0.028,0.001,1136.98,1234.82,232.862,19.17
Japan,2011,JPN,128007256.0,24.983,0.195,1264.631,49.924,4.11,1255.794,51.851,4.307,9.81,0.224,9.879,0.226,430.912,3.366,1528.167,11.938,1748.258,54835.41,60173.32,19712.715,11.394,4606.912,5615.739,28547.701,43712.98,0.479,0.004,246.698,1.927,10.1,9.715,-8.837,-0.069,29.69,0.232,19.34,0.151,552.787,4.318,5595.579,1.852,3.672,3.167,2.925,5.872,3.981,2.834,3.001,0.076,2.519,0.749,5.872,0.133,3.871,-0.169,4.871,2.117,0.002,0.026,0.029,0.001,1243.62,1292.83,263.536,20.839
Japan,2012,JPN,127853688.0,25.625,0.2,1305.884,41.252,3.262,1300.087,44.293,3.527,10.169,0.234,10.214,0.235,450.418,3.523,1586.051,12.405,1773.883,56141.293,61473.406,20163.133,11.886,4862.803,5609.942,29112.289,43428.844,0.492,0.004,255.891,2.001,10.452,10.067,-5.797,-0.045,29.53,0.231,19.27,0.151,564.589,4.416,5552.538,1.851,3.738,3.228,3.024,5.693,3.975,2.842,3.001,0.077,2.568,0.743,5.85,0.13,3.935,-0.108,4.91,2.121,0.002,0.027,0.029,0.001,1287.06,1336.34,280.167,21.454
Japan,2013,JPN,127678920.0,26.805,0.21,1315.192,9.309,0.713,1308.648,8.561,0.659,10.25,0.237,10.301,0.239,481.616,3.772,1533.381,12.01,1800.688,57456.484,62782.055,20644.75,12.327,5118.11,5603.398,29654.205,43171.461,0.441,0.003,255.307,2.0,10.59,10.204,-6.544,-0.051,29.23,0.229,19.71,0.154,541.914,4.244,5512.085,1.858,3.733,3.264,3.213,5.524,3.969,2.849,3.006,0.078,2.613,0.737,5.823,0.114,3.906,-0.135,4.678,2.124,0.002,0.027,0.03,0.001,1302.82,1352.16,218.189,16.59
Japan,2014,JPN,127476728.0,26.557,0.208,1264.072,-51.12,-3.887,1258.506,-50.142,-3.832,9.872,0.234,9.916,0.235,473.327,3.713,1445.333,11.338,1827.246,58720.555,64040.562,21118.076,12.778,5375.494,5597.833,30151.457,42146.168,0.451,0.004,257.384,2.019,10.24,9.853,-5.566,-0.044,28.68,0.225,19.63,0.154,497.252,3.901,5372.656,1.771,3.564,3.094,3.154,5.359,3.959,2.854,3.009,0.079,2.654,0.731,5.789,0.117,3.872,-0.107,4.279,2.125,0.002,0.028,0.031,0.001,1255.98,1305.37,181.261,14.339
Japan,2015,JPN,127250936.0,25.936,0.204,1223.169,-40.903,-3.236,1218.842,-39.664,-3.152,9.578,0.23,9.612,0.231,466.231,3.664,1360.282,10.69,1853.182,59943.723,65259.406,21584.309,13.205,5620.722,5593.506,30628.33,41622.672,0.427,0.003,245.228,1.927,9.97,9.582,-4.327,-0.034,27.9,0.219,19.06,0.15,476.874,3.748,5296.524,1.796,3.449,2.966,3.18,5.214,3.947,2.856,3.012,0.08,2.685,0.725,5.749,0.111,3.615,-0.077,4.012,2.125,0.002,0.028,0.031,0.001,1219.3,1268.75,137.114,11.21
