country     ,year ,iso_code ,population   ,cement_co2 ,cement_co2_per_capita ,co2       ,co2_growth_abs ,co2_growth_prct ,co2_including_luc ,co2_including_luc_growth_abs ,co2_including_luc_growth_prct ,co2_including_luc_per_capita ,co2_including_luc_per_unit_energy ,co2_per_capita ,co2_per_unit_energy ,coal_co2 ,coal_co2_per_capita ,cumulative_cement_co2 ,cumulative_co2 ,cumulative_co2_including_luc ,cumulative_coal_co2 ,cumulative_flaring_co2 ,cumulative_gas_co2 ,cumulative_luc_co2 ,cumulative_oil_co2 ,energy_per_capita ,flaring_co2 ,flaring_co2_per_capita ,gas_co2 ,gas_co2_per_capita ,land_use_change_co2 ,land_use_change_co2_per_capita ,methane ,methane_per_capita ,nitrous_oxide ,nitrous_oxide_per_capita ,oil_co2  ,oil_co2_per_capita ,primary_energy_consumption ,share_global_cement_co2 ,share_global_co2 ,share_global_co2_including_luc ,share_global_coal_co2 ,share_global_cumulative_cement_co2 ,share_global_cumulative_co2 ,share_global_cumulative_co2_including_luc ,share_global_cumulative_coal_co2 ,share_global_cumulative_flaring_co2 ,share_global_cumulative_gas_co2 ,share_global_cumulative_luc_co2 ,share_global_cumulative_oil_co2 ,share_global_flaring_co2 ,share_global_gas_co2 ,share_global_luc_co2 ,share_global_oil_co2
China       ,1995 ,CHN      ,1218144384.0 ,   184.637 ,                0.152 , 3361.637 ,257.898        ,8.309           ,         4453.87  ,150.775                      ,3.504                         ,                       3.656 ,                            0.43  ,         2.76  ,              0.325 ,2569.754 ,              2.11  ,             1641.281 ,     58128.523 ,                  105342.797 ,          46520.156 ,                38.078 ,           653.844 ,         51892.484 ,          7709.294 ,         8498.712 ,      3.728 ,                 0.003 , 42.436 ,             0.035 ,1092.233            ,0.897                          , 848.71 ,             0.697 ,       358.81 ,                   0.295 , 468.23  ,             0.384 ,                 10352.658 ,                 29.671 ,          14.29  ,                        15.272 ,               29.191 ,                            10.91  ,                      6.298 ,                                    6.664 ,                           9.684 ,                              0.398 ,                          0.658 ,                          7.836 ,                          2.442 ,                   1.142 ,               1.008 ,19.368               ,               5.014
China       ,1996 ,CHN      ,1228298880.0 ,   192.853 ,                0.157 , 3508.818 ,147.181        ,4.378           ,         4652.544 ,198.674                      ,4.461                         ,                       3.788 ,                            0.427 ,         2.857 ,              0.322 ,2660.401 ,              2.166 ,             1834.135 ,     61637.344 ,                  109995.336 ,          49180.559 ,                43.662 ,           698.315 ,         53036.211 ,          8219.917 ,         8880.126 ,      5.584 ,                 0.005 , 44.47  ,             0.036 ,1143.726            ,0.931                          , 857.26 ,             0.698 ,       384.86 ,                   0.313 , 510.622 ,             0.416 ,                 10907.449 ,                 30.365 ,          14.469 ,                        15.382 ,               29.48  ,                            11.698 ,                      6.507 ,                                    6.828 ,                          10.049 ,                              0.44  ,                          0.673 ,                          7.937 ,                          2.527 ,                   1.593 ,               1.011 ,19.071               ,               5.307
China       ,1997 ,CHN      ,1237801472.0 ,   202.874 ,                0.164 , 3515.594 ,6.776          ,0.193           ,         4659.896 ,7.351                        ,0.158                         ,                       3.765 ,                            0.424 ,         2.84  ,              0.32  ,2609.556 ,              2.108 ,             2037.009 ,     65152.938 ,                  114655.234 ,          51790.113 ,                49.087 ,           742.473 ,         54180.512 ,          8777.878 ,         8871.482 ,      5.425 ,                 0.004 , 44.159 ,             0.036 ,1144.301            ,0.924                          , 812.25 ,             0.656 ,       356.78 ,                   0.288 , 557.961 ,             0.451 ,                 10981.134 ,                 30.699 ,          14.411 ,                        14.618 ,               29.067 ,                            12.466 ,                      6.705 ,                                    6.979 ,                          10.392 ,                              0.478 ,                          0.686 ,                          8.018 ,                          2.619 ,                   1.537 ,               1.001 ,15.296               ,               5.713
China       ,1998 ,CHN      ,1246836096.0 ,   211.369 ,                0.17  , 3364.587 ,-151.007       ,-4.295          ,         4430.843 ,-229.052                     ,-4.915                        ,                       3.554 ,                            0.403 ,         2.699 ,              0.306 ,2444.771 ,              1.961 ,             2248.377 ,     68517.523 ,                  119086.07  ,          54234.887 ,                53.219 ,           792.974 ,         55246.766 ,          9337.141 ,         8822.785 ,      4.132 ,                 0.003 , 50.501 ,             0.041 ,1066.255            ,0.855                          , 814.34 ,             0.653 ,       365.83 ,                   0.293 , 559.262 ,             0.449 ,                 11000.566 ,                 32.106 ,          13.828 ,                        14.529 ,               27.985 ,                            13.227 ,                      6.879 ,                                    7.117 ,                          10.695 ,                              0.502 ,                          0.704 ,                          8.102 ,                          2.706 ,                   1.227 ,               1.126 ,17.295               ,               5.653
China       ,1999 ,CHN      ,1255433216.0 ,   228.322 ,                0.182 , 3557.275 ,192.687        ,5.727           ,         4461.806 ,30.963                       ,0.699                         ,                       3.554 ,                            0.392 ,         2.834 ,              0.312 ,2580.992 ,              2.056 ,             2476.699 ,     72074.797 ,                  123547.875 ,          56815.879 ,                57.652 ,           847.545 ,         56151.297 ,          9933.892 ,         9069.433 ,      4.433 ,                 0.004 , 54.572 ,             0.043 ,904.531             ,0.72                           , 808.7  ,             0.644 ,       381.46 ,                   0.304 , 596.751 ,             0.475 ,                 11386.067 ,                 33.066 ,          14.325 ,                        14.469 ,               29.122 ,                            14.001 ,                      7.06  ,                                    7.25  ,                          11.012 ,                              0.527 ,                          0.723 ,                          8.163 ,                          2.797 ,                   1.343 ,               1.188 ,15.065               ,               5.888
China       ,2000 ,CHN      ,1264099072.0 ,   244.388 ,                0.193 , 3649.201 ,91.926         ,2.584           ,         4320.913 ,-140.893                     ,-3.158                        ,                       3.418 ,                            0.366 ,         2.887 ,              0.309 ,2601.737 ,              2.058 ,             2721.087 ,     75724.0   ,                  127868.797 ,          59417.617 ,                62.389 ,           907.342 ,         56823.008 ,         10582.577 ,         9334.936 ,      4.737 ,                 0.004 , 59.796 ,             0.047 ,671.712             ,0.531                          , 808.41 ,             0.64  ,       376.31 ,                   0.298 , 648.686 ,             0.513 ,                 11800.283 ,                 33.876 ,          14.31  ,                        13.994 ,               28.258 ,                            14.78  ,                      7.237 ,                                    7.37  ,                          11.314 ,                              0.553 ,                          0.744 ,                          8.196 ,                          2.896 ,                   1.364 ,               1.264 ,12.495               ,               6.311
China       ,2001 ,CHN      ,1272739584.0 ,   270.828 ,                0.213 , 3728.513 ,79.313         ,2.173           ,         4308.903 ,-12.01                       ,-0.278                        ,                       3.386 ,                            0.346 ,         2.93  ,              0.299 ,2637.655 ,              2.072 ,             2991.916 ,     79452.516 ,                  132177.703 ,          62055.27  ,                67.171 ,           974.499 ,         57403.398 ,         11241.878 ,         9797.812 ,      4.783 ,                 0.004 , 67.157 ,             0.053 ,580.39              ,0.456                          , 800.87 ,             0.629 ,       378.53 ,                   0.297 , 659.3   ,             0.518 ,                 12470.062 ,                 35.921 ,          14.522 ,                        14.03  ,               28.487 ,                            15.612 ,                      7.412 ,                                    7.486 ,                          11.611 ,                              0.578 ,                          0.769 ,                          8.22  ,                          2.992 ,                   1.424 ,               1.412 ,11.524               ,               6.366
China       ,2002 ,CHN      ,1280926080.0 ,   282.688 ,                0.221 , 4103.042 ,374.529        ,10.045          ,         4596.373 ,287.47                       ,6.672                         ,                       3.588 ,                            0.338 ,         3.203 ,              0.302 ,3018.634 ,              2.357 ,             3274.604 ,     83555.555 ,                  136774.062 ,          65073.906 ,                71.657 ,          1028.492 ,         57896.73  ,         11894.963 ,        10602.087 ,      4.486 ,                 0.004 , 53.993 ,             0.042 ,493.33              ,0.385                          , 793.65 ,             0.62  ,       397.24 ,                   0.31  , 653.086 ,             0.51  ,                 13580.49  ,                 36.155 ,          15.632 ,                        14.53  ,               31.171 ,                            16.417 ,                      7.608 ,                                    7.61  ,                          11.96  ,                              0.6   ,                          0.781 ,                          8.228 ,                          3.081 ,                   1.381 ,               1.101 ,9.161                ,               6.318
China       ,2003 ,CHN      ,1288873344.0 ,   353.679 ,                0.274 , 4841.119 ,738.076        ,17.989          ,         5362.1   ,765.727                      ,16.659                        ,                       4.16  ,                            0.339 ,         3.756 ,              0.306 ,3601.712 ,              2.794 ,             3628.283 ,     88396.68  ,                  142136.156 ,          68675.617 ,                76.836 ,          1089.238 ,         58417.715 ,         12622.062 ,        12273.32  ,      5.18  ,                 0.004 , 60.745 ,             0.047 ,520.981             ,0.404                          , 818.95 ,             0.635 ,       401.81 ,                   0.312 , 727.099 ,             0.564 ,                 15818.756 ,                 41.125 ,          17.509 ,                        16.015 ,               34.228 ,                            17.438 ,                      7.851 ,                                    7.763 ,                          12.382 ,                              0.625 ,                          0.797 ,                          8.233 ,                          3.182 ,                   1.503 ,               1.195 ,8.931                ,               6.848
China       ,2004 ,CHN      ,1296816768.0 ,   368.396 ,                0.284 , 5217.351 ,376.232        ,7.772           ,         5825.695 ,463.596                      ,8.646                         ,                       4.492 ,                            0.315 ,         4.023 ,              0.282 ,3835.288 ,              2.957 ,             3996.679 ,     93614.023 ,                  147961.875 ,          72510.906 ,                82.028 ,          1160.759 ,         59026.055 ,         13461.154 ,        14272.745 ,      5.192 ,                 0.004 , 71.521 ,             0.055 ,608.344             ,0.469                          , 865.02 ,             0.667 ,       417.61 ,                   0.322 , 839.093 ,             0.647 ,                 18509.135 ,                 40.998 ,          18.23  ,                        17.127 ,               35.262 ,                            18.414 ,                      8.108 ,                                    7.934 ,                          12.822 ,                              0.649 ,                          0.817 ,                          8.256 ,                          3.301 ,                   1.515 ,               1.36  ,11.279               ,               7.621
China       ,2005 ,CHN      ,1304887552.0 ,   411.649 ,                0.315 , 5882.143 ,664.792        ,12.742          ,         6268.588 ,442.893                      ,7.602                         ,                       4.804 ,                            0.298 ,         4.508 ,              0.28  ,4424.39  ,              3.391 ,             4408.328 ,     99496.164 ,                  154230.453 ,          76935.289 ,                87.616 ,          1245.716 ,         59412.5   ,         14311.327 ,        16114.158 ,      5.588 ,                 0.004 , 84.957 ,             0.065 ,386.445             ,0.296                          , 902.04 ,             0.691 ,       427.86 ,                   0.328 , 850.173 ,             0.652 ,                 21027.164 ,                 42.705 ,          19.877 ,                        18.178 ,               38.294 ,                            19.447 ,                      8.403 ,                                    8.12  ,                          13.332 ,                              0.675 ,                          0.845 ,                          8.254 ,                          3.417 ,                   1.606 ,               1.581 ,7.9                  ,               7.653
China       ,2006 ,CHN      ,1313086592.0 ,   470.087 ,                0.358 , 6494.338 ,612.195        ,10.408          ,         6898.949 ,630.36                       ,10.056                        ,                       5.254 ,                            0.299 ,         4.946 ,              0.282 ,4905.374 ,              3.736 ,             4878.415 ,    105990.508 ,                  161129.391 ,          81840.672 ,                93.15  ,          1349.469 ,         59817.113 ,         15209.861 ,        17552.816 ,      5.534 ,                 0.004 ,103.753 ,             0.079 ,404.611             ,0.308                          , 940.51 ,             0.716 ,       440.71 ,                   0.336 , 898.534 ,             0.684 ,                 23048.367 ,                 44.713 ,          21.219 ,                        19.249 ,               40.211 ,                            20.566 ,                      8.725 ,                                    8.326 ,                          13.889 ,                              0.699 ,                          0.882 ,                          8.25  ,                          3.537 ,                   1.592 ,               1.872 ,7.729                ,               8.015
China       ,2007 ,CHN      ,1321513216.0 ,   514.981 ,                0.39  , 6983.577 ,489.239        ,7.533           ,         7342.994 ,444.045                      ,6.436                         ,                       5.557 ,                            0.293 ,         5.285 ,              0.279 ,5289.904 ,              4.003 ,             5393.396 ,    112974.086 ,                  168472.391 ,          87130.57  ,                98.115 ,          1478.985 ,         60176.527 ,         16137.212 ,        18955.008 ,      4.965 ,                 0.004 ,129.515 ,             0.098 ,359.417             ,0.272                          , 970.03 ,             0.734 ,       449.65 ,                   0.34  , 927.351 ,             0.702 ,                 25049.293 ,                 45.607 ,          22.17  ,                        20.366 ,               41.364 ,                            21.704 ,                      9.065 ,                                    8.546 ,                          14.472 ,                              0.718 ,                          0.932 ,                          8.248 ,                          3.657 ,                   1.446 ,               2.26  ,7.889                ,               8.244
China       ,2008 ,CHN      ,1330167168.0 ,   525.924 ,                0.395 , 7501.498 ,517.921        ,7.416           ,         7854.141 ,511.147                      ,6.961                         ,                       5.905 ,                            0.302 ,         5.64  ,              0.288 ,5729.474 ,              4.307 ,             5919.32  ,    120475.586 ,                  176326.547 ,          92860.047 ,               102.781 ,          1628.659 ,         60529.172 ,         17107.328 ,        19560.699 ,      4.666 ,                 0.004 ,149.674 ,             0.113 ,352.643             ,0.265                          , 988.56 ,             0.743 ,       465.49 ,                   0.35  , 970.117 ,             0.729 ,                 26019.0   ,                 45.998 ,          23.412 ,                        21.353 ,               43.393 ,                            22.773 ,                      9.425 ,                                    8.781 ,                          15.093 ,                              0.734 ,                          0.99  ,                          8.243 ,                          3.78  ,                   1.394 ,               2.539 ,7.438                ,               8.657
China       ,2009 ,CHN      ,1339125632.0 ,   583.56  ,                0.436 , 7891.089 ,389.592        ,5.194           ,         8248.937 ,394.796                      ,5.027                         ,                       6.16  ,                            0.304 ,         5.893 ,              0.291 ,6028.5   ,              4.502 ,             6502.88  ,    128366.672 ,                  184575.469 ,          98888.547 ,               107.337 ,          1793.063 ,         60887.02  ,         18089.676 ,        20281.068 ,      4.557 ,                 0.003 ,164.404 ,             0.123 ,357.847             ,0.267                          ,1017.72 ,             0.76  ,       476.38 ,                   0.356 , 982.348 ,             0.734 ,                 27158.898 ,                 49.647 ,          25.056 ,                        22.459 ,               46.255 ,                            23.936 ,                      9.801 ,                                    9.027 ,                          15.739 ,                              0.749 ,                          1.053 ,                          8.233 ,                          3.903 ,                   1.379 ,               2.86  ,6.834                ,               8.962
China       ,2010 ,CHN      ,1348191360.0 ,   639.592 ,                0.474 , 8620.627 ,729.538        ,9.245           ,         8631.894 ,382.958                      ,4.643                         ,                       6.403 ,                            0.297 ,         6.394 ,              0.297 ,6568.793 ,              4.872 ,             7142.472 ,    136987.297 ,                  193207.375 ,         105457.336 ,               111.311 ,          1992.648 ,         60898.289 ,         19182.248 ,        21551.547 ,      3.974 ,                 0.003 ,199.585 ,             0.148 ,11.268              ,0.008                          ,1066.02 ,             0.791 ,       488.82 ,                   0.363 ,1092.572 ,             0.81  ,                 29055.609 ,                 50.969 ,          25.883 ,                        22.43  ,               47.119 ,                            25.129 ,                     10.2   ,                                    9.274 ,                          16.42  ,                              0.758 ,                          1.129 ,                          8.177 ,                          4.04  ,                   1.164 ,               3.223 ,0.218                ,               9.643
China       ,2011 ,CHN      ,1357095424.0 ,   708.564 ,                0.522 , 9532.409 ,911.782        ,10.577          ,         9593.182 ,961.287                      ,11.136                        ,                       7.069 ,                            0.306 ,         7.024 ,              0.304 ,7309.786 ,              5.386 ,             7851.037 ,    146519.703 ,                  202800.547 ,         112767.125 ,               115.165 ,          2238.638 ,         60959.059 ,         20306.107 ,        23090.885 ,      3.853 ,                 0.003 ,245.99  ,             0.181 ,60.772              ,0.045                          ,1112.8  ,             0.82  ,       497.79 ,                   0.367 ,1123.859 ,             0.828 ,                 31336.535 ,                 52.518 ,          27.681 ,                        24.192 ,               49.621 ,                            26.37  ,                     10.637 ,                                    9.553 ,                          17.165 ,                              0.766 ,                          1.224 ,                          8.128 ,                          4.177 ,                   1.072 ,               3.86  ,1.165                ,               9.903
China       ,2012 ,CHN      ,1366560768.0 ,   714.782 ,                0.523 , 9779.354 ,246.946        ,2.591           ,         9837.238 ,244.057                      ,2.544                         ,                       7.199 ,                            0.302 ,         7.156 ,              0.3   ,7464.806 ,              5.462 ,             8565.818 ,    156299.062 ,                  212637.797 ,         120231.93  ,               118.897 ,          2516.237 ,         61016.941 ,         21482.82  ,        23873.234 ,      3.733 ,                 0.003 ,277.599 ,             0.203 ,57.883              ,0.042                          ,1113.26 ,             0.815 ,       509.82 ,                   0.373 ,1176.712 ,             0.861 ,                 32624.225 ,                 51.64  ,          27.993 ,                        24.422 ,               50.111 ,                            27.493 ,                     11.066 ,                                    9.83  ,                          17.895 ,                              0.771 ,                          1.329 ,                          8.078 ,                          4.317 ,                   0.989 ,               4.269 ,1.083                ,              10.234
China       ,2013 ,CHN      ,1376100352.0 ,   748.323 ,                0.544 , 9956.376 ,177.021        ,1.81            ,        10002.81  ,165.572                      ,1.683                         ,                       7.269 ,                            0.295 ,         7.235 ,              0.294 ,7493.454 ,              5.445 ,             9314.142 ,    166255.438 ,                  222640.609 ,         127725.391 ,               122.53  ,          2836.365 ,         61063.375 ,         22717.441 ,        24600.359 ,      3.632 ,                 0.003 ,320.127 ,             0.233 ,46.434              ,0.034                          ,1136.23 ,             0.826 ,       523.04 ,                   0.38  ,1234.622 ,             0.897 ,                 33852.562 ,                 51.862 ,          28.259 ,                        24.95  ,               49.993 ,                            28.572 ,                     11.484 ,                                   10.105 ,                          18.596 ,                              0.775 ,                          1.448 ,                          8.033 ,                          4.461 ,                   0.942 ,               4.898 ,0.956                ,              10.658
China       ,2014 ,CHN      ,1385189632.0 ,   778.627 ,                0.562 , 9998.674 ,42.298         ,0.425           ,        10441.911 ,439.101                      ,4.39                          ,                       7.538 ,                            0.301 ,         7.218 ,              0.288 ,7425.067 ,              5.36  ,            10092.769 ,    176254.109 ,                  233082.5   ,         135150.453 ,               126.46  ,          3206.586 ,         61506.613 ,         23973.047 ,        25072.023 ,      3.93  ,                 0.003 ,370.222 ,             0.267 ,443.237             ,0.32                           ,1149.47 ,             0.83  ,       534.71 ,                   0.386 ,1255.605 ,             0.906 ,                 34729.508 ,                 51.926 ,          28.192 ,                        25.668 ,               49.48  ,                            29.599 ,                     11.884 ,                                   10.387 ,                          19.256 ,                              0.781 ,                          1.583 ,                          8.036 ,                          4.603 ,                   1.016 ,               5.57  ,8.5                  ,              10.804
China       ,2015 ,CHN      ,1393715456.0 ,   721.995 ,                0.518 , 9866.951 ,-131.722       ,-1.317          ,        10242.954 ,-198.957                     ,-1.905                        ,                       7.349 ,                            0.292 ,         7.08  ,              0.281 ,7266.979 ,              5.214 ,            10814.763 ,    186121.062 ,                  243325.469 ,         142417.422 ,               130.361 ,          3586.639 ,         61882.613 ,         25301.852 ,        25209.49  ,      3.901 ,                 0.003 ,380.052 ,             0.273 ,376.002             ,0.27                           ,1147.67 ,             0.823 ,       549.87 ,                   0.395 ,1328.805 ,             0.953 ,                 35134.855 ,                 49.984 ,          27.823 ,                        24.926 ,               49.563 ,                            30.427 ,                     12.256 ,                                   10.649 ,                          19.876 ,                              0.787 ,                          1.713 ,                          8.026 ,                          4.749 ,                   1.015 ,               5.603 ,6.678                ,              11.18
China       ,2016 ,CHN      ,1401889664.0 ,   743.044 ,                0.53  , 9765.029 ,-101.923       ,-1.033          ,         9978.354 ,-264.6                       ,-2.583                        ,                       7.118 ,                            0.283 ,         6.966 ,              0.277 ,7071.404 ,              5.044 ,            11557.807 ,    195886.094 ,                  253303.812 ,         149488.828 ,               133.452 ,          4008.365 ,         62095.941 ,         26659.688 ,        25164.803 ,      3.09  ,                 0.002 ,421.726 ,             0.301 ,213.326             ,0.152                          ,1107.28 ,             0.79  ,       551.99 ,                   0.394 ,1357.838 ,             0.969 ,                 35278.277 ,                 50.108 ,          27.538 ,                        24.909 ,               49.362 ,                            31.215 ,                     12.605 ,                                   10.894 ,                          20.454 ,                              0.788 ,                          1.853 ,                          8.006 ,                          4.894 ,                   0.826 ,               6.051 ,4.639                ,              11.309
China       ,2017 ,CHN      ,1410275968.0 ,   758.185 ,                0.538 ,10011.151 ,246.122        ,2.52            ,        10472.555 ,494.2                        ,4.953                         ,                       7.426 ,                            0.286 ,         7.099 ,              0.273 ,7163.318 ,              5.079 ,            12315.993 ,    205897.234 ,                  263776.375 ,         156652.156 ,               136.421 ,          4494.724 ,         62557.344 ,         28090.275 ,        25987.611 ,      2.969 ,                 0.002 ,486.359 ,             0.345 ,461.403             ,0.327                          ,1116.91 ,             0.792 ,       549.27 ,                   0.389 ,1430.587 ,             1.014 ,                 36649.703 ,                 50.393 ,          27.789 ,                        25.801 ,               49.437 ,                            31.964 ,                     12.949 ,                                   11.15  ,                          21.018 ,                              0.787 ,                          2.012 ,                          8.018 ,                          5.043 ,                   0.766 ,               6.83  ,10.107               ,              11.707
China       ,2018 ,CHN      ,1417069440.0 ,   786.745 ,                0.555 ,10353.935 ,342.783        ,3.424           ,        11050.448 ,577.893                      ,5.518                         ,                       7.798 ,                            0.288 ,         7.307 ,              0.27  ,7316.4   ,              5.163 ,            13102.737 ,    216251.172 ,                  274826.812 ,         163968.547 ,               139.829 ,          5070.093 ,         63253.855 ,         29590.75  ,        27109.42  ,      3.408 ,                 0.002 ,575.369 ,             0.406 ,696.514             ,0.492                          ,1147.49 ,             0.81  ,       545.9  ,                   0.385 ,1500.474 ,             1.059 ,                 38415.93  ,                 50.245 ,          28.161 ,                        26.918 ,               49.686 ,                            32.678 ,                     13.293 ,                                   11.419 ,                          21.573 ,                              0.788 ,                          2.196 ,                          8.063 ,                          5.198 ,                   0.837 ,               7.674 ,16.254               ,              12.231
China       ,2019 ,CHN      ,1421864064.0 ,   826.876 ,                0.582 ,10721.042 ,367.108        ,3.546           ,        11471.032 ,420.584                      ,3.806                         ,                       8.068 ,                            0.285 ,         7.54  ,              0.267 ,7523.17  ,              5.291 ,            13929.613 ,    226972.219 ,                  286297.844 ,         171491.719 ,               143.668 ,          5700.265 ,         64003.848 ,         31150.477 ,        28277.445 ,      3.839 ,                 0.003 ,630.171 ,             0.443 ,749.99              ,0.527                          ,1163.53 ,             0.818 ,       536.88 ,                   0.378 ,1559.728 ,             1.097 ,                 40206.684 ,                 51.175 ,          28.944 ,                        27.55  ,               51.233 ,                            33.394 ,                     13.641 ,                                   11.693 ,                          22.135 ,                              0.79  ,                          2.39  ,                          8.111 ,                          5.356 ,                   0.882 ,               8.268 ,16.313               ,              12.601
China       ,2020 ,CHN      ,1424929792.0 ,   858.233 ,                0.602 ,10914.012 ,192.97         ,1.8             ,        11743.429 ,272.396                      ,2.375                         ,                       8.241 ,                            0.283 ,         7.659 ,              0.263 ,7679.546 ,              5.389 ,            14787.846 ,    237886.219 ,                  298041.281 ,         179171.266 ,               148.838 ,          6376.738 ,         64833.266 ,         32673.529 ,        29133.936 ,      5.17  ,                 0.004 ,676.473 ,             0.475 ,829.416             ,0.582                          ,1186.57 ,             0.833 ,       537.23 ,                   0.377 ,1523.052 ,             1.069 ,                 41513.812 ,                 52.554 ,          31.176 ,                        29.879 ,               53.983 ,                            34.116 ,                     14.002 ,                                   11.981 ,                          22.709 ,                              0.801 ,                          2.591 ,                          8.172 ,                          5.514 ,                   1.297 ,               8.954 ,19.31                ,              13.973
China       ,2021 ,CHN      ,1425893504.0 ,   851.974 ,                0.598 ,11336.233 ,422.221        ,3.869           ,        12240.529 ,497.101                      ,4.233                         ,                       8.584 ,                            0.279 ,         7.95  ,              0.258 ,7979.436 ,              5.596 ,            15639.82  ,    249222.469 ,                  310281.781 ,         187150.719 ,               153.651 ,          7140.84  ,         65737.562 ,         34237.902 ,        30768.826 ,      4.812 ,                 0.003 ,764.102 ,             0.536 ,904.296             ,0.634                          ,        ,                   ,              ,                         ,1564.37  ,             1.097 ,                 43873.07  ,                 50.341 ,          30.791 ,                        29.755 ,               53.258 ,                            34.726 ,                     14.358 ,                                   12.27  ,                          23.279 ,                              0.81  ,                          2.811 ,                          8.241 ,                          5.668 ,                   1.193 ,               9.645 ,20.925               ,              13.586
China       ,2022 ,CHN      ,1425887360.0 ,   763.365 ,                0.535 ,11396.777 ,60.544         ,0.534           ,        12378.281 ,137.752                      ,1.125                         ,                       8.681 ,                            0.28  ,         7.993 ,              0.257 ,8250.736 ,              5.786 ,            16403.186 ,    260619.234 ,                  322660.094 ,         195401.453 ,               158.329 ,          7896.012 ,         66719.062 ,         35689.184 ,        31051.48  ,      4.678 ,                 0.003 ,755.172 ,             0.53  ,981.504             ,0.688                          ,        ,                   ,              ,                         ,1451.287 ,             1.018 ,                 44275.914 ,                 47.548 ,          30.678 ,                        29.856 ,               54.212 ,                            35.167 ,                     14.7   ,                                   12.553 ,                          23.854 ,                              0.817 ,                          3.016 ,                          8.319 ,                          5.795 ,                   1.177 ,               9.746 ,22.773               ,              12.218
India       ,1990 ,IND      , 870452160.0 ,    22.348 ,                0.026 ,  577.996 ,37.345         ,6.907           ,          751.895 ,40.486                       ,5.691                         ,                       0.864 ,                            0.327 ,         0.664 ,              0.251 , 366.514 ,              0.421 ,              320.033 ,     11005.426 ,                   47082.707 ,           8012.681 ,                87.232 ,           127.148 ,         38771.742 ,          2458.331 ,         2643.11  ,      9.871 ,                 0.011 , 21.097 ,             0.024 ,173.899             ,0.2                            , 530.35 ,             0.609 ,       146.94 ,                   0.169 , 158.167 ,             0.182 ,                  2300.701 ,                  4.527 ,           2.54  ,                         2.693 ,                4.212 ,                             2.613 ,                      1.362 ,                                    3.272 ,                           1.832 ,                              1.067 ,                          0.161 ,                          6.101 ,                          0.914 ,                   3.814 ,               0.551 ,3.366                ,               1.711
India       ,1991 ,IND      , 888941760.0 ,    24.503 ,                0.028 ,  615.365 ,37.369         ,6.465           ,          750.938 ,-0.957                       ,-0.127                        ,                       0.845 ,                            0.309 ,         0.692 ,              0.253 , 393.043 ,              0.442 ,              344.536 ,     11620.79  ,                   47833.648 ,           8405.724 ,                95.066 ,           150.711 ,         38907.309 ,          2624.753 ,         2730.958 ,      7.834 ,                 0.009 , 23.563 ,             0.027 ,135.573             ,0.153                          , 536.65 ,             0.604 ,       151.09 ,                   0.17  , 166.423 ,             0.187 ,                  2427.663 ,                  4.828 ,           2.649 ,                         2.665 ,                4.563 ,                             2.701 ,                      1.398 ,                                    3.261 ,                           1.884 ,                              1.125 ,                          0.181 ,                          6.075 ,                          0.942 ,                   2.859 ,               0.603 ,2.741                ,               1.714
India       ,1992 ,IND      , 907574080.0 ,    25.156 ,                0.028 ,  655.447 ,40.082         ,6.514           ,          822.253 ,71.315                       ,9.497                         ,                       0.906 ,                            0.322 ,         0.722 ,              0.257 , 411.414 ,              0.453 ,              369.693 ,     12276.237 ,                   48655.902 ,           8817.138 ,                98.631 ,           177.967 ,         39074.121 ,          2812.808 ,         2812.742 ,      3.565 ,                 0.004 , 27.256 ,             0.03  ,166.806             ,0.184                          , 538.0  ,             0.593 ,       155.24 ,                   0.171 , 188.055 ,             0.207 ,                  2552.772 ,                  4.759 ,           2.904 ,                         2.959 ,                4.892 ,                             2.783 ,                      1.438 ,                                    3.255 ,                           1.94  ,                              1.135 ,                          0.205 ,                          6.051 ,                          0.977 ,                   1.473 ,               0.688 ,3.194                ,               2.042
India       ,1993 ,IND      , 926351296.0 ,    26.602 ,                0.029 ,  677.299 ,21.852         ,3.334           ,          807.224 ,-15.029                      ,-1.828                        ,                       0.871 ,                            0.309 ,         0.731 ,              0.259 , 433.121 ,              0.468 ,              396.295 ,     12953.536 ,                   49463.125 ,           9250.259 ,               102.332 ,           204.964 ,         39204.039 ,          2999.687 ,         2824.25  ,      3.701 ,                 0.004 , 26.996 ,             0.029 ,129.925             ,0.14                           , 542.21 ,             0.585 ,       158.79 ,                   0.171 , 186.879 ,             0.202 ,                  2616.248 ,                  4.826 ,           2.971 ,                         2.89  ,                5.089 ,                             2.865 ,                      1.478 ,                                    3.248 ,                           1.998 ,                              1.146 ,                          0.225 ,                          6.024 ,                          1.01  ,                   1.581 ,               0.664 ,2.533                ,               2.027
