country,year,iso_code,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_unit_energy,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,land_use_change_co2,land_use_change_co2_per_capita,oil_co2,oil_co2_per_capita,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2
United Kingdom,2013,GBR,64302296.0,4.029,0.063,477.611,-9.866,-2.024,493.449,-10.968,-2.174,7.674,0.208,7.428,0.201,142.457,2.215,489.364,75449.773,74959.336,56459.004,256.842,5934.311,3099.641,12219.392,36881.977,4.216,0.066,157.622,2.451,15.837,0.246,165.756,2.578,2371.596,0.279,1.356,1.231,0.95,1.501,5.212,3.402,8.22,1.626,3.029,0.408,2.4,1.094,2.411,0.326,1.431
United Kingdom,2014,GBR,64773504.0,4.215,0.065,438.807,-38.804,-8.125,450.675,-42.774,-8.668,6.958,0.201,6.774,0.196,115.434,1.782,493.578,75888.578,75410.016,56574.438,261.278,6078.803,3111.509,12385.902,34583.77,4.436,0.068,144.492,2.231,11.868,0.183,166.511,2.571,2240.112,0.281,1.237,1.108,0.769,1.447,5.117,3.361,8.061,1.614,3.001,0.407,2.378,1.146,2.174,0.228,1.433
United Kingdom,2015,GBR,65224368.0,4.393,0.067,422.461,-16.346,-3.725,442.195,-8.479,-1.881,6.78,0.194,6.477,0.186,91.548,1.404,497.972,76311.039,75852.211,56665.988,265.919,6226.702,3131.243,12556.675,34890.32,4.641,0.071,147.899,2.268,19.735,0.303,170.773,2.618,2275.699,0.304,1.191,1.076,0.624,1.401,5.025,3.319,7.908,1.605,2.974,0.406,2.357,1.208,2.18,0.351,1.437
United Kingdom,2016,GBR,65655204.0,4.553,0.069,399.43,-23.031,-5.452,418.408,-23.787,-5.379,6.373,0.186,6.084,0.177,47.825,0.728,502.525,76710.469,76270.617,56713.812,270.477,6392.444,3150.222,12730.605,34296.684,4.559,0.069,165.742,2.524,18.978,0.289,173.93,2.649,2251.756,0.307,1.126,1.044,0.334,1.357,4.936,3.28,7.76,1.596,2.955,0.406,2.337,1.218,2.378,0.413,1.449
United Kingdom,2017,GBR,66064808.0,4.41,0.067,387.367,-12.063,-3.02,399.686,-18.722,-4.475,6.05,0.177,5.863,0.172,39.129,0.592,506.935,77097.836,76670.305,56752.941,274.779,6554.142,3162.541,12905.456,34098.812,4.301,0.065,161.697,2.448,12.319,0.186,174.851,2.647,2252.731,0.293,1.075,0.985,0.27,1.316,4.849,3.241,7.614,1.585,2.933,0.405,2.317,1.11,2.271,0.27,1.431
United Kingdom,2018,GBR,66432996.0,4.364,0.066,379.73,-7.637,-1.972,393.51,-6.176,-1.545,5.923,0.175,5.716,0.169,33.28,0.501,511.299,77477.57,77063.812,56786.223,279.255,6715.627,3176.321,13078.543,33771.496,4.476,0.067,161.485,2.431,13.781,0.207,173.087,2.605,2243.542,0.279,1.033,0.959,0.226,1.275,4.762,3.202,7.471,1.574,2.908,0.405,2.298,1.099,2.154,0.322,1.411
United Kingdom,2019,GBR,66778660.0,4.448,0.067,364.753,-14.976,-3.944,378.681,-14.83,-3.769,5.671,0.172,5.462,0.166,24.513,0.367,515.747,77842.32,77442.492,56810.734,283.538,6874.948,3190.249,13247.538,32893.762,4.283,0.064,159.321,2.386,13.928,0.209,168.996,2.531,2196.601,0.275,0.985,0.909,0.167,1.236,4.678,3.163,7.333,1.56,2.882,0.404,2.278,0.984,2.09,0.303,1.365
United Kingdom,2020,GBR,67059472.0,3.9,0.058,326.263,-38.49,-10.552,341.696,-36.985,-9.767,5.095,0.173,4.865,0.165,22.809,0.34,519.647,78168.578,77784.188,56833.543,286.981,7024.368,3205.682,13391.52,29425.539,3.443,0.051,149.42,2.228,15.433,0.23,143.981,2.147,1973.261,0.239,0.932,0.869,0.16,1.199,4.601,3.127,7.204,1.545,2.854,0.404,2.26,0.864,1.978,0.359,1.321
United Kingdom,2021,GBR,67281040.0,4.215,0.063,347.465,21.202,6.498,362.887,21.191,6.202,5.394,0.182,5.164,0.174,24.413,0.363,523.862,78516.047,78147.078,56857.957,290.512,7184.223,3221.104,13544.189,29716.807,3.531,0.052,159.854,2.376,15.422,0.229,152.671,2.269,1999.378,0.249,0.944,0.882,0.163,1.163,4.524,3.09,7.072,1.531,2.828,0.404,2.242,0.875,2.018,0.357,1.326
United Kingdom,2022,GBR,67508936.0,4.073,0.06,318.654,-28.811,-8.292,334.585,-28.302,-7.799,4.956,0.165,4.72,0.157,19.581,0.29,527.935,78834.703,78481.664,56877.539,293.749,7320.931,3237.034,13696.697,30097.885,3.237,0.048,136.709,2.025,15.931,0.236,152.507,2.259,2031.876,0.254,0.858,0.807,0.129,1.132,4.447,3.053,6.943,1.516,2.797,0.404,2.224,0.814,1.764,0.37,1.284
United States,1990,USA,248083728.0,33.484,0.135,5120.957,-11.249,-0.219,5410.202,5.273,0.098,21.808,0.239,20.642,0.227,1814.521,7.314,1585.103,249214.438,374789.969,119475.57,873.047,38160.391,125745.711,88556.281,91124.93,46.339,0.187,1023.151,4.124,289.245,1.166,2178.912,8.783,22606.611,6.783,22.507,19.378,20.852,12.943,30.848,26.048,27.311,10.679,48.221,19.786,32.921,17.905,26.712,5.598,23.568
United States,1991,USA,251560192.0,32.736,0.13,5062.957,-58.0,-1.133,5299.991,-110.212,-2.037,21.068,0.235,20.126,0.224,1797.739,7.146,1617.84,254277.391,380089.969,121273.312,918.396,39203.391,125982.742,90676.109,89745.156,45.348,0.18,1042.997,4.146,237.034,0.942,2119.828,8.427,22576.309,6.451,21.795,18.81,20.869,12.685,30.595,25.909,27.186,10.869,47.207,19.67,32.535,16.55,26.68,4.792,21.835
United States,1992,USA,255175328.0,32.993,0.129,5174.228,111.271,2.198,5353.906,53.915,1.017,20.981,0.234,20.277,0.226,1819.076,7.129,1650.833,259451.609,385443.844,123092.383,963.411,40284.984,126162.422,92847.5,89778.836,45.015,0.176,1081.595,4.239,179.678,0.704,2171.389,8.509,22909.344,6.242,22.928,19.265,21.631,12.429,30.393,25.786,27.084,11.084,46.301,19.539,32.248,18.603,27.315,3.44,23.573
United States,1993,USA,258779760.0,34.838,0.135,5272.851,98.623,1.906,5437.705,83.799,1.565,21.013,0.232,20.376,0.225,1880.75,7.268,1685.671,264724.469,390881.562,124973.141,1007.424,41395.141,126327.273,95027.07,90385.828,44.013,0.17,1110.157,4.29,164.854,0.637,2179.57,8.422,23390.023,6.319,23.128,19.471,22.097,12.185,30.204,25.67,26.992,11.287,45.453,19.41,31.982,18.801,27.296,3.214,23.644
United States,1994,USA,262273584.0,36.31,0.138,5364.279,91.429,1.734,5580.025,142.321,2.617,21.276,0.234,20.453,0.225,1894.587,7.224,1721.981,270088.75,396461.594,126867.719,1051.833,42532.605,126543.023,97253.906,90822.672,44.409,0.169,1137.466,4.337,215.746,0.823,2226.839,8.491,23820.387,6.171,23.288,19.368,22.135,11.94,30.027,25.553,26.904,11.383,44.689,19.272,31.742,14.106,27.73,3.735,24.063
United States,1995,USA,265660560.0,37.075,0.14,5425.259,60.98,1.137,5524.228,-55.798,-1.0,20.794,0.227,20.422,0.223,1913.488,7.203,1759.057,275514.0,401985.844,128781.203,1094.589,43718.887,126641.992,99471.961,91624.125,42.757,0.161,1186.277,4.465,98.968,0.373,2218.052,8.349,24340.916,5.958,23.062,18.942,21.736,11.692,29.849,25.431,26.809,11.441,43.989,19.123,31.506,13.096,28.177,1.755,23.751
United States,1996,USA,268984352.0,37.309,0.139,5612.983,187.723,3.46,5693.196,168.969,3.059,21.166,0.226,20.867,0.223,1993.662,7.412,1796.365,281127.0,407679.0,130774.867,1135.889,44925.102,126722.203,101777.531,93542.242,41.299,0.154,1206.218,4.484,80.214,0.298,2305.573,8.571,25161.398,5.874,23.146,18.822,22.092,11.457,29.677,25.307,26.722,11.453,43.288,18.963,31.283,11.781,27.435,1.337,23.963
United States,1997,USA,272395424.0,38.561,0.142,5688.142,75.16,1.339,5791.189,97.993,1.721,21.26,0.228,20.882,0.224,2039.02,7.486,1834.926,286815.125,413470.188,132813.891,1177.307,46138.977,126825.25,104103.852,93064.172,41.419,0.152,1213.878,4.456,103.047,0.378,2326.319,8.54,25350.254,5.835,23.316,18.167,22.712,11.229,29.518,25.168,26.65,11.463,42.644,18.769,31.065,11.735,27.504,1.377,23.818
United States,1998,USA,275835008.0,39.461,0.143,5733.281,45.138,0.794,5846.14,54.95,0.949,21.194,0.229,20.785,0.225,2063.092,7.479,1874.387,292548.406,419316.344,134876.984,1216.329,47329.984,126938.109,106474.602,92491.875,39.022,0.141,1191.005,4.318,112.859,0.409,2370.752,8.595,25512.498,5.994,23.564,19.17,23.616,11.027,29.372,25.059,26.598,11.467,42.004,18.615,30.862,11.59,26.552,1.831,23.962
United States,1999,USA,279181568.0,40.239,0.144,5803.918,70.637,1.232,5955.642,109.502,1.873,21.333,0.229,20.789,0.224,2063.44,7.391,1914.626,298352.344,425271.969,136940.422,1255.129,48527.973,127089.836,108907.93,93004.367,38.8,0.139,1197.99,4.291,151.724,0.543,2433.326,8.716,25965.105,5.827,23.371,19.313,23.282,10.824,29.226,24.955,26.541,11.476,41.379,18.475,30.666,11.753,26.07,2.527,24.008
United States,2000,USA,282398560.0,41.445,0.147,6010.136,206.218,3.553,6147.761,192.119,3.226,21.77,0.232,21.282,0.226,2163.759,7.662,1956.071,304362.469,431419.75,139104.172,1294.044,49779.238,127227.461,111395.727,93999.859,38.915,0.138,1251.263,4.431,137.626,0.487,2487.797,8.81,26545.426,5.745,23.568,19.911,23.501,10.625,29.088,24.865,26.487,11.467,40.8,18.352,30.484,11.207,26.448,2.56,24.205
United States,2001,USA,285470496.0,41.613,0.146,5907.74,-102.396,-1.704,5950.588,-197.173,-3.207,20.845,0.23,20.695,0.228,2099.619,7.355,1997.684,310270.188,437370.312,141203.797,1332.74,50978.059,127270.305,113898.117,90772.18,38.696,0.136,1198.819,4.199,42.849,0.15,2502.393,8.766,25912.779,5.519,23.01,19.376,22.676,10.424,28.943,24.77,26.421,11.469,40.215,18.225,30.31,11.522,25.205,0.851,24.163
United States,2002,USA,288350240.0,43.164,0.15,5946.308,38.568,0.653,5951.311,0.722,0.012,20.639,0.226,20.622,0.226,2103.791,7.296,2040.848,316216.5,443321.656,143307.594,1371.632,52216.004,127275.312,116393.711,91201.062,38.893,0.135,1237.949,4.293,5.003,0.017,2495.597,8.655,26297.848,5.52,22.654,18.813,21.724,10.232,28.793,24.665,26.338,11.483,39.657,18.087,30.145,11.977,25.241,0.093,24.143
United States,2003,USA,291109824.0,43.349,0.149,6010.146,63.837,1.074,6074.277,122.967,2.066,20.866,0.23,20.646,0.228,2143.993,7.365,2084.197,322226.656,449395.906,145451.578,1410.199,53417.031,127339.445,118951.18,90619.109,38.567,0.132,1201.023,4.126,64.132,0.22,2557.467,8.785,26380.113,5.041,21.738,18.142,20.375,10.017,28.619,24.546,26.225,11.475,39.062,17.947,29.983,11.192,23.629,1.099,24.087
United States,2004,USA,293947872.0,45.886,0.156,6112.655,102.51,1.706,6093.979,19.701,0.324,20.731,0.227,20.795,0.227,2164.773,7.364,2130.083,328339.312,455489.906,147616.359,1449.319,54621.523,127320.766,121582.008,91504.484,39.12,0.133,1204.496,4.098,-18.676,-0.064,2630.825,8.95,26897.549,5.106,21.358,17.916,19.903,9.814,28.439,24.425,26.103,11.473,38.463,17.809,29.818,11.417,22.898,-0.346,23.894
United States,2005,USA,296842656.0,46.194,0.156,6132.183,19.528,0.319,6176.527,82.549,1.355,20.807,0.23,20.658,0.228,2188.244,7.372,2176.277,334471.5,461666.406,149804.594,1488.749,55808.387,127365.109,124224.703,90654.531,39.43,0.133,1186.858,3.998,44.344,0.149,2642.692,8.903,26910.133,4.792,20.722,17.911,18.94,9.6,28.246,24.306,25.96,11.469,37.865,17.694,29.658,11.331,22.081,0.906,23.788
United States,2006,USA,299753088.0,46.851,0.156,6052.686,-79.497,-1.296,6014.732,-161.795,-2.62,20.066,0.225,20.192,0.227,2152.459,7.181,2223.128,340524.156,467681.156,151957.062,1528.786,56981.594,127327.156,126834.406,89067.039,40.037,0.134,1173.211,3.914,-37.954,-0.127,2609.708,8.706,26698.119,4.456,19.776,16.782,17.644,9.372,28.033,24.167,25.787,11.47,37.26,17.561,29.492,11.52,21.163,-0.725,23.278
United States,2007,USA,302743392.0,45.509,0.15,6130.123,77.437,1.279,6076.254,61.522,1.023,20.071,0.225,20.249,0.227,2175.189,7.185,2268.637,346654.312,473757.406,154132.25,1569.249,58228.984,127273.289,129426.617,89395.141,40.463,0.134,1247.391,4.12,-53.868,-0.178,2592.216,8.562,27063.787,4.03,19.461,16.852,17.009,9.13,27.816,24.033,25.601,11.478,36.701,17.444,29.328,11.786,21.769,-1.182,23.044
United States,2008,USA,305694912.0,41.416,0.135,5915.119,-215.004,-3.507,5912.461,-163.793,-2.696,19.341,0.224,19.35,0.224,2135.724,6.986,2310.052,352569.438,479669.875,156267.969,1611.304,59481.77,127270.633,131841.328,86378.648,42.054,0.138,1252.781,4.098,-2.658,-0.009,2414.708,7.899,26405.514,3.622,18.461,16.074,16.175,8.887,27.582,23.887,25.399,11.504,36.147,17.331,29.135,12.563,21.254,-0.056,21.549
United States,2009,USA,308512032.0,29.615,0.096,5480.726,-434.393,-7.344,5430.801,-481.659,-8.147,17.603,0.216,17.765,0.218,1872.449,6.069,2339.667,358050.125,485100.688,158140.422,1652.385,60713.375,127220.711,134121.672,81376.18,41.082,0.133,1231.607,3.992,-49.924,-0.162,2280.345,7.391,25105.531,2.519,17.403,14.786,14.367,8.612,27.337,23.724,25.17,11.526,35.65,17.202,28.938,12.433,21.425,-0.953,20.803
United States,2010,USA,311182848.0,31.449,0.101,5679.715,198.99,3.631,5687.592,256.791,4.728,18.277,0.219,18.252,0.219,1982.954,6.372,2371.116,363729.875,490788.25,160123.375,1695.793,62003.867,127228.586,136422.25,83397.477,43.407,0.139,1290.495,4.147,7.877,0.025,2300.574,7.393,25951.863,2.506,17.053,14.779,14.224,8.342,27.082,23.559,24.932,11.553,35.13,17.083,28.732,12.713,20.838,0.152,20.305
United States,2011,USA,313876608.0,32.208,0.103,5546.116,-133.599,-2.352,5466.796,-220.796,-3.882,17.417,0.213,17.67,0.216,1873.284,5.968,2403.325,369276.0,496255.062,161996.672,1743.656,63314.574,127149.266,138674.672,81962.359,47.863,0.152,1310.707,4.176,-79.32,-0.253,2252.414,7.176,25726.066,2.387,16.105,13.786,12.716,8.072,26.808,23.376,24.658,11.595,34.623,16.954,28.525,13.314,20.567,-1.52,19.848
United States,2012,USA,316651328.0,35.27,0.111,5344.086,-202.03,-3.643,5371.383,-95.414,-1.745,16.963,0.214,16.877,0.213,1658.491,5.238,2438.595,374620.062,501626.438,163655.156,1795.171,64686.648,127176.562,140870.688,79102.344,51.515,0.163,1372.072,4.333,27.297,0.086,2196.025,6.935,25047.863,2.548,15.297,13.335,11.133,7.827,26.523,23.189,24.358,11.646,34.159,16.837,28.307,13.653,21.101,0.511,19.099
United States,2013,USA,319375168.0,36.369,0.114,5480.157,136.071,2.546,5462.715,91.333,1.7,17.104,0.212,17.159,0.213,1720.408,5.387,2474.964,380100.219,507089.156,165375.562,1852.594,66097.125,127159.125,143095.312,80556.516,57.423,0.18,1410.482,4.416,-17.441,-0.055,2224.627,6.966,25727.75,2.521,15.554,13.626,11.478,7.592,26.256,23.015,24.077,11.725,33.739,16.727,28.1,14.895,21.579,-0.359,19.204
United States,2014,USA,322033952.0,39.439,0.122,5528.681,48.524,0.885,5575.057,112.342,2.057,17.312,0.214,17.168,0.213,1710.594,5.312,2514.403,385628.906,512664.219,167086.156,1915.718,67532.336,127205.5,145343.25,80725.086,63.124,0.196,1435.209,4.457,46.376,0.144,2247.931,6.98,25996.219,2.63,15.589,13.705,11.399,7.374,26.001,22.846,23.806,11.835,33.34,16.62,27.904,16.31,21.593,0.889,19.343
United States,2015,USA,324607776.0,39.907,0.123,5376.473,-152.208,-2.753,5402.494,-172.563,-3.095,16.643,0.21,16.563,0.209,1479.145,4.557,2554.31,391005.375,518066.688,168565.297,1980.09,69008.477,127231.516,147628.922,79317.367,64.372,0.198,1476.136,4.547,26.021,0.08,2285.676,7.041,25747.033,2.763,15.161,13.147,10.088,7.186,25.748,22.672,23.526,11.949,32.965,16.502,27.711,16.752,21.761,0.462,19.231
United States,2016,USA,327210208.0,39.439,0.121,5252.932,-123.541,-2.298,5320.76,-81.734,-1.513,16.261,0.207,16.054,0.204,1347.943,4.12,2593.75,396258.312,523387.469,169913.234,2035.228,70490.352,127299.344,149928.891,78613.539,55.139,0.169,1481.873,4.529,67.828,0.207,2299.961,7.029,25723.152,2.66,14.814,13.282,9.409,7.005,25.498,22.51,23.249,12.01,32.588,16.412,27.522,14.733,21.261,1.475,19.155
United States,2017,USA,329791232.0,40.324,0.122,5212.162,-40.77,-0.776,5357.28,36.519,0.686,16.244,0.207,15.804,0.202,1308.716,3.968,2634.073,401470.469,528744.75,171221.953,2094.715,71951.008,127444.469,152244.062,78289.008,59.486,0.18,1460.656,4.429,145.118,0.44,2315.177,7.02,25819.029,2.68,14.468,13.198,9.032,6.836,25.248,22.35,22.972,12.085,32.203,16.335,27.334,15.352,20.511,3.179,18.946
United States,2018,USA,332140032.0,38.971,0.117,5377.797,165.635,3.178,5486.095,128.815,2.404,16.517,0.205,16.191,0.201,1256.631,3.783,2673.044,406848.281,534230.875,172478.594,2166.781,73570.281,127552.766,154610.234,80583.344,72.066,0.217,1619.275,4.875,108.298,0.326,2366.168,7.124,26764.953,2.489,14.627,13.364,8.534,6.667,25.008,22.197,22.693,12.214,31.859,16.26,27.161,17.694,21.596,2.527,19.288
United States,2019,USA,334319680.0,40.896,0.122,5262.145,-115.652,-2.151,5374.306,-111.789,-2.038,16.075,0.202,15.74,0.198,1071.666,3.206,2713.94,412110.406,539605.125,173550.25,2255.218,75245.75,127664.922,156971.219,79489.016,88.437,0.265,1675.471,5.012,112.161,0.335,2360.999,7.062,26574.742,2.531,14.207,12.907,7.298,6.506,24.768,22.039,22.401,12.408,31.543,16.179,26.989,20.31,21.984,2.44,19.074
United States,2020,USA,335942016.0,40.688,0.121,4714.628,-547.517,-10.405,4829.357,-544.948,-10.14,14.376,0.196,14.034,0.192,877.92,2.613,2754.627,416825.062,544434.5,174428.172,2322.967,76902.008,127779.648,159018.781,73236.141,67.749,0.202,1656.255,4.93,114.729,0.342,2047.544,6.095,24603.098,2.492,13.467,12.288,6.171,6.355,24.535,21.885,22.108,12.506,31.248,16.106,26.838,17.0,21.922,2.671,18.785
United States,2021,USA,336997632.0,41.312,0.123,5032.213,317.585,6.736,5159.809,330.451,6.843,15.311,0.199,14.932,0.194,1004.531,2.981,2795.94,421857.25,549594.312,175432.719,2386.261,78561.234,127907.25,161257.781,76988.75,63.294,0.188,1659.225,4.924,127.596,0.379,2239.014,6.644,25945.025,2.441,13.668,12.543,6.705,6.208,24.304,21.733,21.821,12.574,30.926,16.035,26.697,15.689,20.944,2.953,19.445
United States,2022,USA,338289856.0,41.418,0.122,5057.304,25.091,0.499,5199.053,39.244,0.761,15.369,0.195,14.95,0.19,934.698,2.763,2837.357,426914.531,554793.375,176367.406,2449.554,80304.766,128048.992,163507.312,78754.273,63.294,0.187,1743.539,5.154,141.749,0.419,2249.519,6.65,26641.771,2.58,13.613,12.54,6.142,6.083,24.08,21.585,21.53,12.643,30.677,15.966,26.547,15.925,22.502,3.289,18.939
